region	phenotype	count	best_pvalue
region_chr12_109898914_112825713	UKB_20002_1065_self_reported_hypertension	56	2.25135804365293e-26
region_chr12_119316305_121569746	GIANT_HEIGHT	4	8.39999214874875e-08
region_chr12_119316305_121569746	UKB_23099_Body_fat_percentage	20	1.0323749689914e-12
region_chr12_12580594_15088550	Astle_et_al_2016_Lymphocyte_counts	4	6.52601053665221e-15
region_chr12_12580594_15088550	SSGAC_Education_Years_Pooled	4	1.736001006473e-10
region_chr12_132236187_133264925	UKB_21001_Body_mass_index_BMI	5	1.87361857599833e-08
region_chr12_17934939_20711009	GIANT_HEIGHT	6	4.79957136794981e-17
region_chr12_2435620_3567871	UKB_50_Standing_height	2	1.57368866706987e-08
region_chr12_27646840_29498322	UKB_50_Standing_height	25	1.12500105490204e-61
region_chr12_30359473_32012658	Astle_et_al_2016_Eosinophil_counts	2	1.98288540133864e-07
region_chr12_37462915_38833367	UKB_1180_Morning_or_evening_person_chronotype	11	3.11801080676136e-15
region_chr12_40422383_41264784	IBD.EUR.Crohns_Disease	2	1.18999422559427e-12
region_chr12_44631_971165	Astle_et_al_2016_Eosinophil_counts	3	1.09488532330577e-10
region_chr12_48608083_51382710	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	1.2849999240482e-07
region_chr12_48608083_51382710	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	7	1.24199925509967e-07
region_chr12_55272053_57155077	Astle_et_al_2016_Eosinophil_counts	20	1.80599466022612e-17
region_chr12_55272053_57155077	UKB_20002_1111_self_reported_asthma	23	1.62879907521485e-23
region_chr12_55272053_57155077	UKB_50_Standing_height	51	4.82403202357055e-16
region_chr12_55272053_57155077	UKB_6152_8_diagnosed_by_doctor_Asthma	23	2.7844452445017e-25
region_chr12_57155077_58914885	GIANT_HEIGHT	62	5.2121811224699e-12
region_chr12_57155077_58914885	UKB_20002_1111_self_reported_asthma	1	8.39624219442674e-11
region_chr12_6310587_8224940	Astle_et_al_2016_Lymphocyte_counts	15	5.2569816680623e-43
region_chr12_6310587_8224940	Astle_et_al_2016_Platelet_count	3	1.30107039039222e-09
region_chr12_6310587_8224940	Astle_et_al_2016_Reticulocyte_count	1	2.73799673081502e-07
region_chr12_85596648_89288345	Astle_et_al_2016_Red_blood_cell_count	1	3.29991944254314e-08
region_chr12_95627009_96715061	UKB_50_Standing_height	1	1.82194995282013e-09
region_chr13_26710225_28683414	Astle_et_al_2016_Neutrophil_count	1	4.89194245737438e-12
region_chr13_48809826_51016955	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	11	6.06533004592349e-10
region_chr14_101067970_102545765	GIANT_HEIGHT	3	3.07514658180886e-10
region_chr14_102545765_104535386	UKB_20002_1452_self_reported_eczema_or_dermatitis	2	4.67173643856382e-08
region_chr14_104535386_105874495	Astle_et_al_2016_Platelet_count	7	7.85600598670912e-14
region_chr14_29502939_31914059	UKB_50_Standing_height	2	1.82915511381682e-07
region_chr14_34377045_35390387	pgc.scz2	1	2.97600252747191e-07
region_chr14_35390387_38198520	GIANT_HEIGHT	3	8.02232955966567e-10
region_chr14_35390387_38198520	UKB_50_Standing_height	5	1.9296864681057e-14
region_chr14_67525600_70665240	UKB_20127_Neuroticism_score	7	3.6510015235335e-08
region_chr14_70665240_72422907	pgc.scz2	2	3.04600126888144e-07
region_chr14_72422907_75978424	UKB_23099_Body_fat_percentage	7	2.95997604764491e-08
region_chr14_76763129_78095602	Astle_et_al_2016_Granulocyte_count	22	2.67300310011446e-12
region_chr14_90830516_92665954	Astle_et_al_2016_Eosinophil_counts	2	1.94267884319671e-07
region_chr15_40091931_40885316	pgc.scz2	1	1.1429985982336e-07
region_chr15_40885316_42484201	Astle_et_al_2016_Monocyte_count	1	1.07361000482328e-09
region_chr15_46326589_47843851	UKB_1160_Sleep_duration	3	5.3228873307628e-10
region_chr15_47843851_49715846	UKB_50_Standing_height	7	1.45978133686961e-17
region_chr15_49715846_51385363	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	13	4.77455643396954e-11
region_chr15_49715846_51385363	UKB_50_Standing_height	11	4.50311008281302e-15
region_chr15_51385363_52776899	UKB_21001_Body_mass_index_BMI	6	4.28641473987495e-08
region_chr15_56609575_58149167	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	3	2.22288898038821e-08
region_chr15_59401917_60973637	UKB_50_Standing_height	2	1.83300116290746e-08
region_chr15_62923023_64812469	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	7	4.1920001509411e-09
region_chr15_66802429_68725660	Astle_et_al_2016_Eosinophil_counts	4	7.95167841776707e-14
region_chr15_66802429_68725660	UKB_1200_Sleeplessness_or_insomnia	10	3.44203193606429e-08
region_chr15_66802429_68725660	UKB_20002_1111_self_reported_asthma	8	6.78251881240132e-30
region_chr15_66802429_68725660	UKB_50_Standing_height	3	4.76940426811791e-67
region_chr15_71630310_73336373	UKB_23099_Body_fat_percentage	13	4.28742023290466e-11
region_chr15_73336373_76106283	GIANT_HEIGHT	57	3.2326791505451e-30
region_chr15_76106283_78223711	UKB_21001_Body_mass_index_BMI	2	1.7513260111224e-07
region_chr15_83591716_86109674	UKB_50_Standing_height	103	1.1941288233427e-59
region_chr15_83591716_86109674	pgc.scz2	27	8.80161714918597e-11
region_chr15_89932319_91621162	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	1	3.58620834823309e-07
region_chr15_89932319_91621162	pgc.scz2	11	4.25970797220992e-10
region_chr16_10054_1157206	Astle_et_al_2016_Reticulocyte_count	60	1.40914273545083e-14
region_chr16_10054_1157206	UKB_20002_1065_self_reported_hypertension	1	3.27432055061401e-07
region_chr16_10332175_11426305	UKB_20002_1111_self_reported_asthma	15	2.3211508712818e-26
region_chr16_13060580_14370145	GIANT_HEIGHT	1	2.03174226976012e-17
region_chr16_13060580_14370145	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	9.11981125361813e-20
region_chr16_14370145_16060203	UKB_50_Standing_height	13	6.05982981766529e-12
region_chr16_20139249_22437583	UKB_21001_Body_mass_index_BMI	3	9.46183986217882e-08
region_chr16_24125554_25975541	UKB_23099_Body_fat_percentage	12	1.80171384115729e-12
region_chr16_2714828_3951195	Astle_et_al_2016_Neutrophil_count	6	3.67504642139713e-09
region_chr16_2714828_3951195	UKB_20002_1065_self_reported_hypertension	3	2.60967111786044e-08
region_chr16_2714828_3951195	UKB_50_Standing_height	3	8.6966124225746e-09
region_chr16_29025292_31371622	Astle_et_al_2016_Red_blood_cell_count	85	6.98800510543035e-18
region_chr16_29025292_31371622	Astle_et_al_2016_Reticulocyte_count	4	1.53500182249555e-08
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_eosinophil_basophil_counts	64	2.00607749495762e-13
region_chr16_29025292_31371622	UKB_23099_Body_fat_percentage	99	6.48623934630042e-17
region_chr16_29025292_31371622	pgc.scz2	36	2.97600413905068e-10
region_chr16_48974015_52001911	IBD.EUR.Inflammatory_Bowel_Disease	22	2.47768860132659e-22
region_chr16_53348660_55869862	GIANT_HEIGHT	6	6.5716930846516e-10
region_chr16_65904663_68807460	Astle_et_al_2016_Eosinophil_counts	11	1.01795893930179e-09
region_chr16_65904663_68807460	Astle_et_al_2016_Red_blood_cell_count	55	4.03429031146539e-15
region_chr16_74937605_75944056	UKB_50_Standing_height	6	6.67549029665702e-08
region_chr16_87613743_88974757	UKB_50_Standing_height	50	2.2565112266706e-29
region_chr16_88974757_90226404	Astle_et_al_2016_Lymphocyte_counts	6	3.13342629336507e-11
region_chr16_88974757_90226404	Astle_et_al_2016_Reticulocyte_count	60	1.27285431353678e-13
region_chr17_1269105_2025437	Astle_et_al_2016_Neutrophil_count	4	7.22680341184144e-09
region_chr17_1269105_2025437	UKB_50_Standing_height	32	7.49564893309444e-17
region_chr17_15115780_16509028	Astle_et_al_2016_Myeloid_white_cell_count	62	9.61196689986486e-23
region_chr17_2025437_3799018	Astle_et_al_2016_Lymphocyte_counts	1	8.39800575184912e-14
region_chr17_2025437_3799018	Astle_et_al_2016_Myeloid_white_cell_count	2	5.42413006816908e-08
region_chr17_2025437_3799018	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	3	8.77466699246632e-12
region_chr17_29007226_31459473	Astle_et_al_2016_Platelet_count	51	1.98495760345329e-22
region_chr17_29007226_31459473	UKB_50_Standing_height	94	3.08631928444022e-97
region_chr17_36141651_38653091	Astle_et_al_2016_Lymphocyte_counts	1	1.47175254714841e-07
region_chr17_36141651_38653091	Astle_et_al_2016_Reticulocyte_count	1	2.83300313792829e-10
region_chr17_3799018_4792966	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	2.94681025581026e-11
region_chr17_38653091_40721152	GIANT_HEIGHT	11	4.21537827712431e-16
region_chr17_38653091_40721152	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	7	1.16885694522201e-09
region_chr17_38653091_40721152	UKB_20002_1065_self_reported_hypertension	1	1.58271521739354e-07
region_chr17_41743558_43694719	UKB_20002_1452_self_reported_eczema_or_dermatitis	7	8.38927087136652e-08
region_chr17_41743558_43694719	UKB_21001_Body_mass_index_BMI	7	1.19412607098069e-08
region_chr17_41743558_43694719	UKB_23099_Body_fat_percentage	7	9.33382964353523e-09
region_chr17_41743558_43694719	UKB_50_Standing_height	15	1.42476575551489e-09
region_chr17_43694719_44979537	Astle_et_al_2016_High_light_scatter_reticulocyte_count	8	2.45199962571064e-10
region_chr17_43694719_44979537	Astle_et_al_2016_Reticulocyte_count	38	7.51499450832248e-26
region_chr17_44979537_47798656	Astle_et_al_2016_Monocyte_count	17	1.01274779123998e-09
region_chr17_44979537_47798656	Astle_et_al_2016_Reticulocyte_count	127	1.53210516987107e-16
region_chr17_44979537_47798656	GIANT_HEIGHT	31	6.25966605816325e-26
region_chr17_44979537_47798656	UKB_20002_1111_self_reported_asthma	4	1.66349751669843e-07
region_chr17_44979537_47798656	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	145	8.9567246894969e-59
region_chr17_57280180_59410151	Astle_et_al_2016_Monocyte_count	68	8.59531320543735e-26
region_chr17_57280180_59410151	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	6.78900394210572e-08
region_chr17_59410151_61235394	Astle_et_al_2016_Granulocyte_count	14	6.42002178445911e-16
region_chr17_59410151_61235394	Astle_et_al_2016_Neutrophil_count	17	2.36244097798444e-15
region_chr17_59410151_61235394	Astle_et_al_2016_Platelet_count	1	2.64101344259221e-07
region_chr17_59410151_61235394	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	14	1.158285525249e-15
region_chr17_61235394_63468228	UKB_50_Standing_height	20	7.55725369591047e-41
region_chr17_7414079_8403107	Astle_et_al_2016_Sum_eosinophil_basophil_counts	5	1.06999948870871e-08
region_chr17_7414079_8403107	Astle_et_al_2016_White_blood_cell_count	3	4.9140043181587e-08
region_chr17_74676064_76379479	Astle_et_al_2016_Myeloid_white_cell_count	1	3.14899862611966e-10
region_chr17_74676064_76379479	Astle_et_al_2016_Platelet_count	1	2.72600017089398e-07
region_chr17_74676064_76379479	UKB_23099_Body_fat_percentage	3	6.34693386491257e-08
region_chr17_80863788_82076532	Astle_et_al_2016_Red_blood_cell_count	1	9.15119902232039e-09
region_chr17_82076532_83247139	Astle_et_al_2016_Monocyte_count	5	2.01639276269465e-51
region_chr18_11905441_14440800	GEFOS_Forearm	1	4.07382598742218e-10
region_chr18_11905441_14440800	IBD.EUR.Crohns_Disease	3	4.26924879078769e-14
region_chr18_23069508_25416687	Astle_et_al_2016_Sum_basophil_neutrophil_counts	19	7.47500129094821e-11
region_chr18_23069508_25416687	UKB_23099_Body_fat_percentage	26	1.96355011206144e-16
region_chr18_23069508_25416687	UKB_50_Standing_height	26	2.53859417506045e-118
region_chr18_25416687_26446227	GIANT_HEIGHT	2	1.23987153759601e-07
region_chr18_32684103_34200103	UKB_21001_Body_mass_index_BMI	2	1.11221067788696e-07
region_chr18_42312683_45342141	Astle_et_al_2016_Platelet_count	3	8.53299461057873e-15
region_chr18_50204214_53535815	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	5	6.49560336331126e-08
region_chr18_62610482_64153018	UKB_20002_1111_self_reported_asthma	1	6.11092504788597e-09
region_chr18_62610482_64153018	UKB_6152_8_diagnosed_by_doctor_Asthma	1	2.60302761064711e-08
region_chr19_15537799_16263605	Astle_et_al_2016_Platelet_count	1	2.37370503482249e-15
region_chr19_18299052_19766662	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	3.33500160586993e-07
region_chr19_18299052_19766662	BCAC_Overall_BreastCancer_EUR	25	1.79852621765204e-15
region_chr19_18299052_19766662	GIANT_HEIGHT	36	6.7276775791463e-18
region_chr19_3019662_4348970	UKB_50_Standing_height	27	1.22834682033797e-21
region_chr19_32255614_33772047	Astle_et_al_2016_Red_blood_cell_count	6	5.50661583346683e-11
region_chr19_37036131_39679979	Astle_et_al_2016_Eosinophil_counts	1	1.65600028612535e-14
region_chr19_40478694_41625199	UKB_50_Standing_height	43	1.24323740834454e-33
region_chr19_43358303_44239955	Astle_et_al_2016_White_blood_cell_count	11	5.68214047724104e-57
region_chr19_4348970_5811841	UKB_50_Standing_height	5	1.23632792247577e-34
region_chr19_45599439_46646825	Astle_et_al_2016_Eosinophil_counts	9	1.86725169313523e-20
region_chr19_45599439_46646825	UKB_21001_Body_mass_index_BMI	11	3.42220792350739e-27
region_chr19_46646825_48778970	Astle_et_al_2016_Red_blood_cell_count	4	1.02199924977028e-09
region_chr19_48778970_51029311	Astle_et_al_2016_Sum_eosinophil_basophil_counts	7	9.28064815234449e-14
region_chr19_51029311_52482037	Astle_et_al_2016_Lymphocyte_counts	4	8.47508063335684e-09
region_chr19_52482037_54099074	Astle_et_al_2016_Eosinophil_counts	1	1.28000259002146e-14
region_chr19_52482037_54099074	UKB_20002_1223_self_reported_type_2_diabetes	2	1.5835585758703e-07
region_chr19_610729_2098397	Astle_et_al_2016_Lymphocyte_counts	25	2.66399336133431e-21
region_chr19_610729_2098397	IGAP_Alzheimer	6	1.32248172017841e-10
region_chr19_6684874_8282629	Astle_et_al_2016_White_blood_cell_count	3	9.7000118802076e-10
region_chr19_6684874_8282629	UKB_20002_1065_self_reported_hypertension	3	1.63511194838561e-07
region_chr1_10583_1961168	IBD.EUR.Inflammatory_Bowel_Disease	1	1.73874684168526e-08
region_chr1_107867043_109761309	UKB_23099_Body_fat_percentage	2	1.12262791472696e-10
region_chr1_112730684_114331223	Astle_et_al_2016_White_blood_cell_count	4	1.77799979732231e-08
region_chr1_112730684_114331223	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	33	8.84062655410085e-58
region_chr1_11717784_12719464	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	2.17517154560078e-10
region_chr1_11717784_12719464	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	2.19711648885361e-07
region_chr1_118296444_148907004	Astle_et_al_2016_Red_blood_cell_count	3	1.12372533735774e-09
region_chr1_118296444_148907004	UKB_50_Standing_height	23	1.79529546072779e-16
region_chr1_14565015_16571235	GIANT_HEIGHT	1	3.23699438943496e-10
region_chr1_151566405_153208353	UKB_6152_8_diagnosed_by_doctor_Asthma	4	1.1695402380832e-12
region_chr1_151566405_153208353	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	9	4.8403401094446e-20
region_chr1_154797927_156366342	GIANT_HEIGHT	6	5.57293545330878e-11
region_chr1_154797927_156366342	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	1.00006993876927e-07
region_chr1_156366342_158057622	Astle_et_al_2016_Platelet_count	15	5.41943649308388e-11
region_chr1_158057622_159943258	Astle_et_al_2016_Lymphocyte_counts	1	2.8750030910347e-10
region_chr1_158057622_159943258	Astle_et_al_2016_Myeloid_white_cell_count	2	4.88146670080589e-13
region_chr1_158057622_159943258	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	2.80213116348155e-10
region_chr1_159943258_162376931	Astle_et_al_2016_Monocyte_count	7	6.09500625889541e-08
region_chr1_159943258_162376931	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	4.01490830485965e-08
region_chr1_169117086_170588635	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	12	2.3787409274189e-44
region_chr1_169117086_170588635	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	3	5.97928288042287e-12
region_chr1_173128768_175120632	UKB_50_Standing_height	1	8.12386172607744e-09
region_chr1_18336405_20142656	GIANT_HEIGHT	2	2.72135678082789e-07
region_chr1_1961168_3666172	GIANT_HEIGHT	23	2.07828491179922e-17
region_chr1_1961168_3666172	IBD.EUR.Ulcerative_Colitis	15	7.21995487068871e-10
region_chr1_200168521_201620847	IBD.EUR.Inflammatory_Bowel_Disease	15	8.85199614049586e-12
region_chr1_206268085_208237019	Astle_et_al_2016_Granulocyte_count	1	2.18599728711888e-07
region_chr1_206268085_208237019	IGAP_Alzheimer	5	4.79672250445911e-14
region_chr1_210614406_212668988	SSGAC_Education_Years_Pooled	4	4.96699463448108e-10
region_chr1_222056878_224750818	Astle_et_al_2016_Myeloid_white_cell_count	11	7.15437997195957e-09
region_chr1_222056878_224750818	Astle_et_al_2016_Neutrophil_count	39	5.80893644846452e-09
region_chr1_235656136_237392328	Astle_et_al_2016_Monocyte_count	2	2.06299802117608e-10
region_chr1_235656136_237392328	Astle_et_al_2016_White_blood_cell_count	1	1.29599923557353e-07
region_chr1_247181216_248945267	Astle_et_al_2016_High_light_scatter_reticulocyte_count	6	4.51557775311288e-71
region_chr1_25190354_27075376	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	1.64846177636714e-07
region_chr1_25190354_27075376	GIANT_HEIGHT	17	4.40000617364356e-12
region_chr1_25190354_27075376	UKB_50_Standing_height	43	3.10936266065911e-19
region_chr1_27075376_29689034	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	8.13400840845444e-08
region_chr1_29689034_31973084	UKB_1160_Sleep_duration	4	9.25635161811422e-12
region_chr1_29689034_31973084	UKB_20016_Fluid_intelligence_score	23	3.12650637024006e-09
region_chr1_29689034_31973084	UKB_23099_Body_fat_percentage	13	8.15969221705365e-11
region_chr1_31973084_34334157	UKB_21001_Body_mass_index_BMI	22	5.54000071787392e-09
region_chr1_34334157_37083582	UKB_50_Standing_height	14	1.38019126710295e-12
region_chr1_38266175_39734895	UKB_21001_Body_mass_index_BMI	21	5.17527140957707e-13
region_chr1_41509656_43292786	Astle_et_al_2016_Myeloid_white_cell_count	1	1.00349824754136e-07
region_chr1_48512516_49428505	UKB_21001_Body_mass_index_BMI	2	9.47986422879154e-08
region_chr1_49428505_51248054	UKB_23099_Body_fat_percentage	1	1.03187144517555e-08
region_chr1_53760589_55947444	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	5.61102485983401e-28
region_chr1_55947444_56556055	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	2.09899929393263e-25
region_chr1_64576021_66473721	Astle_et_al_2016_Eosinophil_counts	3	3.75457323023736e-10
region_chr1_64576021_66473721	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	6.43647410427909e-36
region_chr1_66473721_68012212	IBD.EUR.Crohns_Disease	5	5.18899711278318e-24
region_chr1_7187275_9305140	Astle_et_al_2016_Lymphocyte_counts	10	1.69900086822401e-11
region_chr1_7187275_9305140	IBD.EUR.Crohns_Disease	1	1.02378922275797e-07
region_chr1_7187275_9305140	IBD.EUR.Ulcerative_Colitis	5	9.0550071733904e-08
region_chr1_76262450_79195513	GIANT_HEIGHT	1	2.03401079490552e-14
region_chr1_87662948_89600744	UKB_20002_1065_self_reported_hypertension	7	1.7782436731602e-09
region_chr1_9305140_10746927	Astle_et_al_2016_Eosinophil_counts	1	2.91595896195058e-07
region_chr1_9305140_10746927	BCAC_Overall_BreastCancer_EUR	4	2.84059566158264e-08
region_chr1_93070902_94040635	GIANT_HEIGHT	1	3.17208110388137e-07
region_chr20_18991559_20979069	GIANT_HEIGHT	1	1.27753877714962e-07
region_chr20_2488855_3847766	Astle_et_al_2016_Granulocyte_count	1	2.69919271016974e-07
region_chr20_25363595_33027017	UKB_23099_Body_fat_percentage	31	1.33982144030914e-13
region_chr20_33027017_34225635	UKB_21001_Body_mass_index_BMI	5	2.42062377671239e-10
region_chr20_44051536_46210417	UKB_50_Standing_height	8	9.6794192078285e-12
region_chr20_48583442_50623121	UKB_50_Standing_height	61	1.36073244773823e-44
region_chr20_55438728_57872903	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	1.54600108654539e-08
region_chr20_55438728_57872903	UKB_50_Standing_height	2	4.6439589634973e-09
region_chr20_57872903_59831517	UKB_20022_Birth_weight	6	2.5918094644878e-09
region_chr20_60986668_62670503	GIANT_HEIGHT	1	2.56062740725987e-07
region_chr20_63558827_64333810	Astle_et_al_2016_Granulocyte_count	4	1.31385179372779e-08
region_chr20_63558827_64333810	Astle_et_al_2016_Myeloid_white_cell_count	4	6.64492798362392e-09
region_chr20_63558827_64333810	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	1.70699949859145e-08
region_chr20_63558827_64333810	UKB_23099_Body_fat_percentage	24	1.6566269124074e-12
region_chr21_27752907_29824708	UKB_50_Standing_height	5	5.03903642509623e-10
region_chr21_37339402_39110976	Astle_et_al_2016_Myeloid_white_cell_count	2	1.67885722657378e-07
region_chr21_39110976_40017600	Astle_et_al_2016_Platelet_count	26	1.8334867705429e-12
region_chr22_15927607_17193405	Astle_et_al_2016_Myeloid_white_cell_count	3	9.49999409801602e-08
region_chr22_17193405_17813322	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	3.58299919002287e-09
region_chr22_19924835_22002927	Astle_et_al_2016_Lymphocyte_counts	24	5.54928418212569e-23
region_chr22_19924835_22002927	Astle_et_al_2016_Platelet_count	13	1.3415382289208e-10
region_chr22_19924835_22002927	Astle_et_al_2016_White_blood_cell_count	10	1.16400136160804e-09
region_chr22_23370460_24588236	Astle_et_al_2016_Sum_eosinophil_basophil_counts	7	8.2429949957679e-11
region_chr22_27438791_29255810	Astle_et_al_2016_White_blood_cell_count	2	1.24699948655069e-07
region_chr22_29255810_31043932	Astle_et_al_2016_High_light_scatter_reticulocyte_count	14	1.0830001977592e-09
region_chr22_29255810_31043932	IBD.EUR.Inflammatory_Bowel_Disease	1	1.41600069421153e-07
region_chr22_35134992_37174229	Astle_et_al_2016_Eosinophil_counts	1	3.04163292682334e-08
region_chr22_40149793_42294812	UKB_1180_Morning_or_evening_person_chronotype	1	1.0867379513207e-13
region_chr22_42294812_43318194	Astle_et_al_2016_Monocyte_count	10	2.37573204261429e-21
region_chr22_43318194_44599428	Astle_et_al_2016_Platelet_count	10	6.24880054069477e-11
region_chr22_44599428_46074615	UKB_50_Standing_height	32	2.49442201524745e-15
region_chr2_102072305_102971757	UKB_20002_1111_self_reported_asthma	34	2.0632332805555e-60
region_chr2_104508576_105593601	UKB_50_Standing_height	8	5.37922717621475e-09
region_chr2_109814855_113164279	Astle_et_al_2016_Lymphocyte_counts	5	2.63279697968009e-29
region_chr2_113164279_116014894	GIANT_HEIGHT	2	2.89999730243179e-07
region_chr2_120546207_122545330	Astle_et_al_2016_Red_blood_cell_count	7	1.1849995290442e-10
region_chr2_127276771_128716867	UKB_50_Standing_height	4	4.21083676581032e-08
region_chr2_134401007_136285224	UKB_23099_Body_fat_percentage	22	4.3720495704158e-11
region_chr2_143761915_145688002	UKB_1200_Sleeplessness_or_insomnia	1	1.24327178804901e-07
region_chr2_158720570_160913222	Astle_et_al_2016_Monocyte_count	2	3.37119347421173e-08
