region	phenotype	count	best_pvalue
region_chr1_182786221_184626379	UKB_50_Standing_height	819	8.45209636345422e-78
region_chr6_103535520_105608858	GIANT_HEIGHT	106	2.6e-43
region_chr6_26791023_28050041	Astle_et_al_2016_Myeloid_white_cell_count	296	1.729e-24
region_chr6_30830391_31603441	pgc.scz2	539	2.973e-21
region_chr9_87521331_89827251	Astle_et_al_2016_Reticulocyte_count	123	1.483e-20
region_chr16_10332175_11426305	Astle_et_al_2016_Sum_eosinophil_basophil_counts	415	6.02e-39
region_chr19_44239955_45599439	Astle_et_al_2016_Platelet_count	140	1.537e-34
region_chr1_206268085_208237019	IBD.EUR.Crohns_Disease	3	3.905e-09
region_chr1_46433829_47536904	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	12	3.03743574500735e-17
region_chr1_9305140_10746927	UKB_50_Standing_height	159	2.57123512118054e-16
region_chr2_160913222_162647041	UKB_20002_1065_self_reported_hypertension	170	1.35415110620596e-10
region_chr6_97394408_100182270	UKB_20016_Fluid_intelligence_score	115	4.08582017834676e-12
region_chr9_132423455_134176000	UKB_20002_1473_self_reported_high_cholesterol	47	6.89444717120718e-22
region_chr14_76763129_78095602	Astle_et_al_2016_White_blood_cell_count	23	2.215e-09
region_chr15_83591716_86109674	GIANT_HEIGHT	760	8.1999709474282e-55
region_chr17_44979537_47798656	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	112	3.4052310790644e-14
region_chr19_18299052_19766662	UKB_50_Standing_height	458	3.75578303942134e-27
region_chr2_158720570_160913222	Astle_et_al_2016_Lymphocyte_counts	103	4.149e-22
region_chr4_149762428_151861032	UKB_50_Standing_height	310	3.63391242275051e-13
region_chr7_73920272_76829247	UKB_50_Standing_height	2	1.72581497426237e-10
region_chr9_124209608_126297386	Astle_et_al_2016_Platelet_count	2	4.613e-09
region_chr9_132423455_134176000	Astle_et_al_2016_Neutrophil_count	43	8.402e-19
region_chr11_124625632_126441425	Astle_et_al_2016_Platelet_count	23	1.863e-18
region_chr11_128318642_130472680	UKB_50_Standing_height	126	4.35305414496925e-14
region_chr11_59013076_62456299	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	58	7.346e-14
region_chr14_102545765_104535386	Astle_et_al_2016_Lymphocyte_counts	138	5.163e-15
region_chr16_48974015_52001911	UKB_20002_1065_self_reported_hypertension	49	8.79535096971416e-11
region_chr19_11173352_13360313	Astle_et_al_2016_Red_blood_cell_count	174	4.00201681583635e-42
region_chr1_46433829_47536904	UKB_23099_Body_fat_percentage	20	2.70100352638823e-09
region_chr5_132803957_135441711	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	3	2.86670662511233e-11
region_chr6_141967342_144998674	Astle_et_al_2016_Monocyte_count	5	2.872e-16
region_chr7_13844577_15104032	MAGIC_FastingGlucose	104	7.826e-17
region_chr7_39823071_41962213	Astle_et_al_2016_Lymphocyte_counts	7	1.214e-10
region_chr13_38304026_40495126	Astle_et_al_2016_Monocyte_count	81	6.915e-63
region_chr1_247181216_248945267	Astle_et_al_2016_Myeloid_white_cell_count	17	1.428e-18
region_chr22_38911889_40149793	UKB_1180_Morning_or_evening_person_chronotype	7	6.07364006595925e-14
region_chr2_8282017_10158342	Astle_et_al_2016_Red_blood_cell_count	7	5.108e-10
region_chr6_19207256_21683834	UKB_50_Standing_height	30	1.04526969805538e-129
region_chr8_75544307_78220626	UKB_50_Standing_height	413	2.97494619900082e-61
region_chr9_110015744_112068802	UKB_50_Standing_height	49	8.28900884726711e-16
region_chr10_44234627_46978910	Astle_et_al_2016_Lymphocyte_counts	17	2.065e-09
region_chr11_107973474_108566310	Astle_et_al_2016_Granulocyte_count	51	1.1670007269137e-10
region_chr12_51382710_52645220	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	1.3e-11
region_chr2_109814855_113164279	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	7	4.71497408157986e-10
region_chr3_84318328_85533081	UKB_23099_Body_fat_percentage	2	1.49401977625155e-09
region_chr6_31603441_32714887	UKB_21001_Body_mass_index_BMI	104	9.23288510694648e-20
region_chr7_150143569_151014417	CARDIoGRAM_C4D_CAD_ADDITIVE	1	1.69e-09
region_chr9_98830577_101862155	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	7	6.03628941075724e-10
region_chr17_1269105_2025437	Astle_et_al_2016_Sum_basophil_neutrophil_counts	15	2.075e-09
region_chr19_16263605_18299052	Astle_et_al_2016_Sum_eosinophil_basophil_counts	129	4.936e-40
region_chr2_12279024_14195184	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	11	3.98283602162175e-14
region_chr3_176602499_178389377	UKB_6152_8_diagnosed_by_doctor_Asthma	2	6.59345911659256e-11
region_chr7_91032469_92864438	Astle_et_al_2016_White_blood_cell_count	61	1.605e-65
region_chr10_26599755_29034307	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	111	4.621e-23
region_chr10_70461094_71748755	Astle_et_al_2016_Lymphocyte_counts	8	2.409e-16
region_chr14_67525600_70665240	UKB_23099_Body_fat_percentage	5	6.1369939369583e-10
region_chr18_42312683_45342141	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	35	1.684e-10
region_chr19_35978393_37036131	GIANT_HEIGHT	2	2.9e-09
region_chr1_1961168_3666172	RA_OKADA_TRANS_ETHNIC	99	1.19999876467891e-13
region_chr5_94474279_96627815	GIANT_HEIGHT	48	9.5912942050009e-12
region_chr6_40377376_42070983	UKB_21001_Body_mass_index_BMI	36	7.52413368230319e-25
region_chr12_115065411_116649666	GIANT_HEIGHT	13	1.34458825188709e-09
region_chr15_62923023_64812469	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	21	1.469e-10
region_chr1_159943258_162376931	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	38	1.69199973495649e-11
region_chr1_64576021_66473721	Astle_et_al_2016_Eosinophil_counts	152	5.931e-14
region_chr2_189017339_191108631	Astle_et_al_2016_High_light_scatter_reticulocyte_count	41	2.534e-12
region_chr6_32714887_33268720	UKB_20002_1261_self_reported_multiple_sclerosis	1171	5.20120494710783e-73
region_chr6_42070983_43788432	UKB_20002_1065_self_reported_hypertension	19	1.73776775179852e-12
region_chr12_47321010_48608083	UKB_50_Standing_height	296	3.16598648405658e-14
region_chr14_18225607_21121243	UKB_20022_Birth_weight	5	2.30869765304538e-10
region_chr16_10332175_11426305	Astle_et_al_2016_Reticulocyte_count	29	1.289e-10
region_chr17_44979537_47798656	UKB_20002_1473_self_reported_high_cholesterol	14	2.42649927170471e-09
region_chr19_16263605_18299052	Astle_et_al_2016_White_blood_cell_count	247	1.209e-29
region_chr3_196244537_197349116	Astle_et_al_2016_Monocyte_count	4	1.70200182236206e-10
region_chr5_54407214_56121522	UKB_50_Standing_height	730	3.65083438733652e-40
region_chr7_25869935_28320690	UKB_20002_1111_self_reported_asthma	24	1.24519154297995e-13
region_chr8_127646866_129368893	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	3.72294557397071e-13
region_chr9_4495328_4884926	Astle_et_al_2016_Sum_basophil_neutrophil_counts	8	1.214e-13
region_chr9_87521331_89827251	GIANT_HEIGHT	159	9.47893109648591e-20
region_chr10_22886203_25289667	Astle_et_al_2016_Platelet_count	12	6.98e-10
region_chr12_32924055_37462915	UKB_1180_Morning_or_evening_person_chronotype	1782	6.8939390412156e-18
region_chr6_14802693_17386174	Astle_et_al_2016_White_blood_cell_count	11	3.599e-11
region_chr7_36173929_37515581	Astle_et_al_2016_Sum_eosinophil_basophil_counts	53	7.271e-15
region_chr1_154797927_156366342	UKB_21001_Body_mass_index_BMI	13	4.6727582735449e-15
region_chr20_20979069_22510818	UKB_50_Standing_height	147	1.54908485501176e-12
region_chr3_47685722_49279539	UKB_23099_Body_fat_percentage	3	8.64477143824578e-11
region_chr6_25684359_26791023	UKB_6152_8_diagnosed_by_doctor_Asthma	10	3.34141625161504e-09
region_chr6_28050041_28949831	Astle_et_al_2016_Sum_eosinophil_basophil_counts	564	5.53998096851827e-33
region_chr10_122141030_124109830	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	17	2.75716343845607e-09
region_chr12_38833367_40422383	IBD.EUR.Inflammatory_Bowel_Disease	295	3.388e-15
region_chr16_53348660_55869862	BCAC_Overall_BreastCancer_EUR	104	2.3927225036072e-13
region_chr19_43358303_44239955	Astle_et_al_2016_Monocyte_count	286	9.79e-38
region_chr1_107867043_109761309	Astle_et_al_2016_Myeloid_white_cell_count	8	3.588e-10
region_chr1_7187275_9305140	UKB_6152_8_diagnosed_by_doctor_Asthma	24	3.15152384216875e-09
region_chr3_20049856_21602215	UKB_21001_Body_mass_index_BMI	15	3.22145401724216e-10
region_chr4_185987936_187551827	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	7	1.05194131734696e-12
region_chr6_125103237_127219316	UKB_20002_1065_self_reported_hypertension	363	1.12740202048811e-30
region_chr8_74532829_75544307	BCAC_Overall_BreastCancer_EUR	57	6.5913404961954e-14
region_chr10_705399_1481349	Astle_et_al_2016_Sum_eosinophil_basophil_counts	264	7.152e-29
region_chr22_43318194_44599428	UKB_20002_1466_self_reported_gout	2	3.98810426620371e-09
region_chr2_117609890_120546207	BCAC_Overall_BreastCancer_EUR	1	3.03252741892763e-09
region_chr2_221656456_223994702	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	37	1.20978987005036e-12
region_chr3_16240935_17849626	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	3.331e-10
region_chr4_182450122_184008302	UKB_50_Standing_height	97	2.28946777226366e-18
region_chr7_99117851_100599028	UKB_23099_Body_fat_percentage	1	1.30467518758914e-09
region_chr13_28683414_29909130	UKB_50_Standing_height	47	1.77984942303591e-13
region_chr1_112730684_114331223	Astle_et_al_2016_Lymphocyte_counts	3	2.044e-21
region_chr3_38314625_40179807	Astle_et_al_2016_Lymphocyte_counts	1	5.108e-10
region_chr5_139885487_141266403	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	4.38e-09
region_chr6_151591568_152773361	BCAC_ER_negative_BreastCancer_EUR	9	1.11802416254356e-09
region_chr6_25684359_26791023	UKB_20002_1065_self_reported_hypertension	237	1.19627391329414e-21
region_chr6_32714887_33268720	Astle_et_al_2016_High_light_scatter_reticulocyte_count	108	2.6393198618882e-20
region_chr9_10023_1079707	Astle_et_al_2016_Sum_basophil_neutrophil_counts	20	2.438e-11
region_chr11_66131160_68238358	Astle_et_al_2016_Red_blood_cell_count	6	2.05e-10
region_chr14_63323296_64753580	Astle_et_al_2016_Red_blood_cell_count	1	8.694e-10
region_chr15_40885316_42484201	UKB_50_Standing_height	353	7.01166507931465e-18
region_chr16_29025292_31371622	Astle_et_al_2016_Lymphocyte_counts	218	1.28499027263695e-59
region_chr17_71391676_74676064	UKB_50_Standing_height	144	2.16303359613069e-13
region_chr2_102971757_104508576	UKB_21001_Body_mass_index_BMI	24	5.38033255331294e-11
region_chr3_122255250_123798921	Astle_et_al_2016_Platelet_count	47	2.393e-28
region_chr3_128476018_130525891	Astle_et_al_2016_Granulocyte_count	111	2.174e-23
region_chr8_65576855_68950822	Astle_et_al_2016_Platelet_count	11	2.685e-09
region_chr10_31618591_33419040	UKB_50_Standing_height	2	1.95906314283358e-09
region_chr12_3567871_4308513	Astle_et_al_2016_Monocyte_count	1	5.333e-09
region_chr15_58149167_59401917	MAGNETIC_HDL.C	157	6.8e-36
region_chr15_80568637_83591716	UKB_50_Standing_height	66	9.51448338330344e-24
region_chr2_101205867_102072305	IBD.EUR.Inflammatory_Bowel_Disease	3	2.672e-09
region_chr3_137652241_140235755	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	204	4.07082811186032e-103
region_chr3_159760101_161806716	UKB_1180_Morning_or_evening_person_chronotype	95	1.86265800644923e-11
region_chr3_70399877_72480178	Astle_et_al_2016_Lymphocyte_counts	2	2.415e-20
region_chr7_16862445_19441924	UKB_50_Standing_height	117	3.84366984135543e-17
region_chr7_23431823_25037640	UKB_50_Standing_height	226	4.97333672795005e-57
region_chr8_58815541_61416540	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	68	6.20598057910073e-39
region_chr10_7129522_8732702	UKB_6152_8_diagnosed_by_doctor_Asthma	57	2.52883353141929e-11
region_chr12_40422383_41264784	IBD.EUR.Crohns_Disease	176	2.84501107547221e-18
region_chr14_70665240_72422907	pgc.scz2	7	1.68600232070219e-09
region_chr16_80263477_81738931	BCAC_Overall_BreastCancer_EUR	27	1.28426382052127e-12
region_chr19_46646825_48778970	Astle_et_al_2016_Red_blood_cell_count	27	2.071e-13
region_chr2_19492643_20850730	MAGNETIC_IDL.TG	18	2.23e-10
region_chr2_241210506_242147200	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	122	3.00173527719386e-40
region_chr5_141266403_143601683	UKB_50_Standing_height	45	2.18229261721016e-12
region_chr11_127446784_128318642	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	19	8.77529369877961e-10
region_chr11_59013076_62456299	Astle_et_al_2016_Neutrophil_count	54	6.254e-12
region_chr12_121569746_124493434	UKB_20002_1466_self_reported_gout	145	7.33449207875382e-11
region_chr1_102433189_103371589	UKB_50_Standing_height	503	1.00516889433405e-24
region_chr20_5497204_7103426	Astle_et_al_2016_Platelet_count	11	1.444e-09
region_chr2_54458089_55976210	Astle_et_al_2016_White_blood_cell_count	5	3.428e-09
region_chr4_160905283_162322527	UKB_21001_Body_mass_index_BMI	1	4.96865790442898e-09
region_chr12_8878799_10328935	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	270	9.21927756590486e-27
region_chr18_54027805_57546606	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	15	9.73241924628279e-12
region_chr19_46646825_48778970	UKB_20002_1065_self_reported_hypertension	6	2.10188609051748e-09
region_chr5_157201689_159398690	IBD.EUR.Ulcerative_Colitis	13	2.135e-10
region_chr8_143155464_145078481	GIANT_HEIGHT	14	1.20000106934521e-09
region_chr9_104819468_106536473	UKB_20002_1473_self_reported_high_cholesterol	3	2.41185933306178e-14
region_chr9_85975502_87521331	UKB_50_Standing_height	280	3.77703220424691e-30
region_chr13_107537529_108468862	Astle_et_al_2016_Myeloid_white_cell_count	3	1.453e-10
region_chr16_10054_1157206	Astle_et_al_2016_Reticulocyte_count	188	9.483e-27
region_chr2_164322330_166303760	UKB_23099_Body_fat_percentage	195	1.29939121137827e-24
region_chr3_60287177_62369991	GIANT_HEIGHT	1	1.20501995678172e-11
region_chr4_53011266_54563389	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	66	7.99634393772950e-11
region_chr5_178986463_179974244	Astle_et_al_2016_Sum_basophil_neutrophil_counts	39	5.157e-12
region_chr17_2025437_3799018	Astle_et_al_2016_White_blood_cell_count	125	7.173e-13
region_chr17_31459473_33211407	UKB_50_Standing_height	355	8.3551318315412e-15
region_chr3_128476018_130525891	Astle_et_al_2016_Myeloid_white_cell_count	127	2.353e-22
region_chr4_24133906_25607700	UKB_50_Standing_height	3	8.41249435938101e-16
region_chr6_93731457_96645635	UKB_21001_Body_mass_index_BMI	1	1.33979683313076e-09
region_chr8_129368893_130627379	Astle_et_al_2016_Red_blood_cell_count	10	1.209e-09
region_chr8_23039544_24817205	Astle_et_al_2016_Neutrophil_count	5	1.274e-10
region_chr12_65165915_66787364	UKB_50_Standing_height	607	1.76121876805738e-135
region_chr18_23069508_25416687	Astle_et_al_2016_White_blood_cell_count	28	1.564e-10
region_chr22_15927607_17193405	Astle_et_al_2016_Monocyte_count	20	1.546e-25
region_chr2_58070180_60064865	pgc.scz2	5	1.151e-10
region_chr4_123365326_124289707	Astle_et_al_2016_Platelet_count	5	3.211e-09
region_chr6_31603441_32714887	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	5883	2.34922853233952e-111
region_chr12_119316305_121569746	UKB_20002_1473_self_reported_high_cholesterol	63	2.48760633427611e-16
region_chr12_69432762_70564207	UKB_50_Standing_height	62	2.51025579106736e-48
region_chr1_23594100_25190354	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	8	1.22276286014363e-10
region_chr1_51248054_53760589	Astle_et_al_2016_Monocyte_count	46	1.161e-09
region_chr2_197213386_198446401	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	644	4.34658438015208e-15
region_chr3_140235755_141620255	Astle_et_al_2016_Sum_basophil_neutrophil_counts	132	1.845e-11
region_chr6_6784974_7808703	UKB_50_Standing_height	242	2.46412441905578e-85
region_chr6_73924_1452127	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	2.17280881900959e-09
region_chr10_61581937_64034354	BCAC_ER_negative_BreastCancer_EUR	24	4.83226280986816e-23
region_chr11_133130151_134336099	pgc.scz2	37	1.232e-11
region_chr12_102571208_104454918	EGG_BW3_EUR	1	4.7e-09
region_chr14_65932837_67525600	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	4.096e-12
region_chr20_39808119_40982216	UKB_20002_1473_self_reported_high_cholesterol	5	4.48074888608359e-25
region_chr3_23763374_25420067	Astle_et_al_2016_Reticulocyte_count	1	4.489e-09
region_chr5_157201689_159398690	UKB_50_Standing_height	123	1.17706420524235e-11
region_chr6_33268720_35487979	Astle_et_al_2016_Lymphocyte_counts	407	3.423e-14
region_chr9_136605890_138254346	Astle_et_al_2016_High_light_scatter_reticulocyte_count	5	3.06500133234898e-14
region_chr11_116512631_117876395	Astle_et_al_2016_Platelet_count	105	2.419e-16
region_chr14_93858939_95284530	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	25	1.21491253100838e-12
region_chr20_25363595_33027017	UKB_23099_Body_fat_percentage	247	5.29404070734078e-13
region_chr4_38905401_40200989	UKB_50_Standing_height	234	1.59360836521434e-14
region_chr4_73726673_76209554	Astle_et_al_2016_Granulocyte_count	193	1e-84
region_chr5_141266403_143601683	Astle_et_al_2016_Granulocyte_count	153	2.2e-17
region_chr5_155946495_157201689	UKB_20002_1473_self_reported_high_cholesterol	65	1.63162504697066e-19
region_chr8_120189461_123849219	UKB_50_Standing_height	29	2.85855392038532e-18
region_chr8_9783277_10605687	Astle_et_al_2016_Granulocyte_count	7	8.034e-10
region_chr11_114387006_114959946	IBD.EUR.Ulcerative_Colitis	3	3.94999592823537e-09
region_chr11_128318642_130472680	Astle_et_al_2016_Granulocyte_count	1	9.047e-10
region_chr11_128318642_130472680	Astle_et_al_2016_Monocyte_count	58	5.854e-18
region_chr12_48608083_51382710	UKB_50_Standing_height	212	2.90305843615371e-15
region_chr14_22549721_24435917	Astle_et_al_2016_Reticulocyte_count	62	4.265e-34
region_chr15_49715846_51385363	Astle_et_al_2016_Myeloid_white_cell_count	97	1.504e-11
region_chr19_4348970_5811841	GIANT_HEIGHT	38	2.34280763414366e-15
region_chr1_158057622_159943258	Astle_et_al_2016_Reticulocyte_count	711	1.86995254654033e-159
region_chr3_195065945_196244537	Astle_et_al_2016_Red_blood_cell_count	262	2.006e-35
region_chr3_41023037_42498510	Astle_et_al_2016_Monocyte_count	1	8.268e-16
region_chr3_47685722_49279539	UKB_21001_Body_mass_index_BMI	36	1.06302481729403e-14
region_chr6_133923105_135903039	Astle_et_al_2016_Red_blood_cell_count	786	0
region_chr7_16161_933116	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	80	4.39753864333399e-20
region_chr12_67515949_69432762	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	8.352e-10
region_chr12_85596648_89288345	Astle_et_al_2016_Granulocyte_count	9	3.535e-10
region_chr19_11173352_13360313	Astle_et_al_2016_Reticulocyte_count	179	1.527e-56
region_chr5_167420735_169098313	UKB_50_Standing_height	74	5.18187166017282e-35
region_chr5_74463501_76503041	MAGNETIC_LDL.C	227	4.74e-17
region_chr7_2022763_2732593	Astle_et_al_2016_Platelet_count	36	7.26299626097183e-14
region_chr7_64180747_66224822	UKB_50_Standing_height	79	1.21708379594729e-14
region_chr10_122141030_124109830	UKB_1160_Sleep_duration	12	9.15479600700075e-10
region_chr12_65165915_66787364	UKB_20022_Birth_weight	88	6.67202950854349e-38
region_chr14_22549721_24435917	Astle_et_al_2016_High_light_scatter_reticulocyte_count	39	1.325e-23
region_chr14_35390387_38198520	BCAC_Overall_BreastCancer_EUR	18	7.4101598394814e-11
region_chr17_3799018_4792966	Astle_et_al_2016_Lymphocyte_counts	194	2.09185307324825e-15
region_chr2_217530757_219589829	Astle_et_al_2016_Platelet_count	75	7.464e-19
region_chr3_135738064_137652241	GIANT_HEIGHT	396	5.9205806559074e-19
region_chr4_86613495_88316876	Astle_et_al_2016_Red_blood_cell_count	48	1.182e-11
region_chr5_167420735_169098313	GIANT_HEIGHT	47	3.9e-24
region_chr6_30830391_31603441	UKB_20002_1111_self_reported_asthma	2208	1.75758272709647e-39
region_chr7_114072332_117140124	Astle_et_al_2016_Platelet_count	76	8.83899891125969e-13
region_chr9_132423455_134176000	MAGNETIC_IDL.TG	10	2.2e-11
region_chr10_26599755_29034307	Astle_et_al_2016_Sum_eosinophil_basophil_counts	59	7.545e-14
region_chr12_55272053_57155077	UKB_20002_1111_self_reported_asthma	156	1.62879907521486e-23
region_chr22_19924835_22002927	Astle_et_al_2016_Platelet_count	33	1.485e-11
region_chr2_198446401_200711561	UKB_50_Standing_height	77	3.01691439112338e-12
region_chr2_26672117_28375910	Astle_et_al_2016_Sum_basophil_neutrophil_counts	14	5.493e-19
region_chr3_49279539_51797999	UKB_20016_Fluid_intelligence_score	224	1.47394197242733e-16
region_chr4_145257035_147600722	UKB_50_Standing_height	17	7.16924193671472e-14
region_chr6_40377376_42070983	Astle_et_al_2016_Reticulocyte_count	209	6.106e-38
region_chr6_89263333_91133478	Astle_et_al_2016_Sum_eosinophil_basophil_counts	155	7.641e-29
region_chr18_42312683_45342141	UKB_20002_1065_self_reported_hypertension	59	1.62074125390216e-11
region_chr1_76262450_79195513	UKB_21001_Body_mass_index_BMI	127	6.36492904560291e-21
region_chr2_216850938_217530757	GIANT_HEIGHT	126	7.5273636973898e-18
region_chr2_227255126_228506071	UKB_21001_Body_mass_index_BMI	169	1.28154770925082e-11
region_chr5_179974244_181132933	GIANT_HEIGHT	39	1.9e-18
region_chr5_56121522_57325275	Astle_et_al_2016_Monocyte_count	5	4.16999829171429e-11
region_chr5_94474279_96627815	Astle_et_al_2016_High_light_scatter_reticulocyte_count	100	1.357e-44
region_chr11_66131160_68238358	Astle_et_al_2016_Sum_eosinophil_basophil_counts	15	1.262e-09
region_chr16_8288517_9705562	UKB_21001_Body_mass_index_BMI	1	1.40481051842376e-09
region_chr1_11717784_12719464	UKB_6152_8_diagnosed_by_doctor_Asthma	1	3.67768733665866e-11
region_chr1_178985335_181174985	UKB_50_Standing_height	2	2.46560381224577e-13
region_chr2_40054343_43082452	UKB_23099_Body_fat_percentage	56	4.44491228086838e-10
region_chr3_185350467_187172556	UKB_21001_Body_mass_index_BMI	70	4.66597742134635e-23
region_chr6_138501492_139524299	Astle_et_al_2016_Red_blood_cell_count	44	3.137e-39
region_chr10_26599755_29034307	Astle_et_al_2016_Granulocyte_count	119	1.514e-23
region_chr17_74676064_76379479	GIANT_HEIGHT	53	9.99999492006902e-10
region_chr19_46646825_48778970	Astle_et_al_2016_Granulocyte_count	21	6.28e-13
region_chr5_66615458_68555033	UKB_50_Standing_height	167	1.82968129640186e-19
