region	phenotype	count	best_pvalue
region_chr11_64037097_66131160	BCAC_ER_negative_BreastCancer_EUR	1	4.95178327624284e-08
region_chr11_64037097_66131160	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	4	3.48268844337806e-08
region_chr11_64037097_66131160	UKB_21001_Body_mass_index_BMI	158	8.75759518344784e-19
region_chr11_64037097_66131160	UKB_6152_8_diagnosed_by_doctor_Asthma	4	2.36211373339927e-10
region_chr11_66131160_68238358	UKB_20002_1111_self_reported_asthma	2	1.08816979022026e-08
region_chr11_68238358_69701362	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	8	2.9657171495344e-09
region_chr11_70855_1192365	Astle_et_al_2016_Eosinophil_counts	26	4.23686272429379e-12
region_chr12_109898914_112825713	Astle_et_al_2016_High_light_scatter_reticulocyte_count	130	8.59684227613222e-77
region_chr12_109898914_112825713	Astle_et_al_2016_Lymphocyte_counts	123	1.46449127117941e-95
region_chr12_109898914_112825713	UKB_21001_Body_mass_index_BMI	7	6.4636996254959e-09
region_chr12_109898914_112825713	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	4.99942028756652e-08
region_chr12_116649666_117697570	UKB_50_Standing_height	25	8.25674433545659e-14
region_chr12_119316305_121569746	Astle_et_al_2016_Red_blood_cell_count	54	5.60863087133549e-23
region_chr12_121569746_124493434	Astle_et_al_2016_Lymphocyte_counts	108	4.74886812024541e-13
region_chr12_121569746_124493434	SSGAC_Education_Years_Pooled	116	8.15060635506177e-16
region_chr12_2435620_3567871	UKB_50_Standing_height	1	2.64018681126007e-08
region_chr12_25218149_27646840	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	2	1.09716500345023e-10
region_chr12_29498322_30359473	GIANT_HEIGHT	1	4.784046469031e-10
region_chr12_44631_971165	Astle_et_al_2016_Eosinophil_counts	1	1.8562149019857e-10
region_chr12_45630446_47321010	UKB_50_Standing_height	5	3.46317159039665e-14
region_chr12_54385039_55272053	Astle_et_al_2016_Platelet_count	3	7.21723768950035e-10
region_chr12_55272053_57155077	Astle_et_al_2016_Reticulocyte_count	1	1.31194074119202e-07
region_chr12_55272053_57155077	RA_OKADA_TRANS_ETHNIC	83	1.36125665620797e-10
region_chr12_67515949_69432762	UKB_20002_1065_self_reported_hypertension	10	4.78395706528383e-09
region_chr12_8878799_10328935	Astle_et_al_2016_Eosinophil_counts	1	1.55301070330894e-07
region_chr12_89288345_91672378	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	6.70971827602309e-08
region_chr13_110579726_111595245	UKB_21001_Body_mass_index_BMI	3	2.15273643121062e-13
region_chr13_110579726_111595245	UKB_23099_Body_fat_percentage	2	1.80516469661293e-12
region_chr13_112918174_114344378	Astle_et_al_2016_Lymphocyte_counts	9	1.43862117217144e-10
region_chr13_23957798_25210224	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	2.51285917968587e-15
region_chr13_29909130_31727678	UKB_21001_Body_mass_index_BMI	2	1.01437889689221e-07
region_chr13_31727678_33202766	UKB_50_Standing_height	9	2.05701390485235e-11
region_chr13_38304026_40495126	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	3.46440160197042e-11
region_chr13_48809826_51016955	Astle_et_al_2016_Eosinophil_counts	1	1.2948521077236e-07
region_chr13_70952659_73359952	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	1.9915883486886e-08
region_chr13_73359952_75096006	Astle_et_al_2016_Lymphocyte_counts	1	2.29246364163596e-23
region_chr14_101067970_102545765	Astle_et_al_2016_Platelet_count	22	3.06251929471542e-26
region_chr14_102545765_104535386	UKB_50_Standing_height	28	1.38303421375818e-25
region_chr14_22549721_24435917	Astle_et_al_2016_Granulocyte_count	1	1.63307918406169e-08
region_chr14_54766963_55750162	Astle_et_al_2016_Platelet_count	1	3.2726408508931e-08
region_chr14_67525600_70665240	GIANT_HEIGHT	1	3.3459706115e-10
region_chr14_72422907_75978424	Astle_et_al_2016_Platelet_count	8	1.95413869677306e-08
region_chr14_90830516_92665954	Astle_et_al_2016_Granulocyte_count	5	4.57579636384331e-15
region_chr14_90830516_92665954	Astle_et_al_2016_Neutrophil_count	4	9.87802730124126e-13
region_chr14_90830516_92665954	UKB_21001_Body_mass_index_BMI	7	1.07026058460308e-11
region_chr14_90830516_92665954	UKB_6152_8_diagnosed_by_doctor_Asthma	3	6.78480057106006e-09
region_chr14_93858939_95284530	UKB_50_Standing_height	1	1.96240166447105e-08
region_chr15_37164301_38238576	UKB_50_Standing_height	1	1.19709223899966e-07
region_chr15_40885316_42484201	Astle_et_al_2016_Platelet_count	5	2.89898263032698e-09
region_chr15_40885316_42484201	GIANT_HEIGHT	64	5.00071132237627e-13
region_chr15_49715846_51385363	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	11	5.12487179490981e-09
region_chr15_49715846_51385363	GIANT_HEIGHT	16	3.09574110245448e-13
region_chr15_51385363_52776899	UKB_23099_Body_fat_percentage	1	4.52368812018542e-08
region_chr15_58149167_59401917	MAGNETIC_HDL.C	4	5.76781682036804e-18
region_chr15_62923023_64812469	Astle_et_al_2016_Myeloid_white_cell_count	9	5.65877224884818e-10
region_chr15_62923023_64812469	Astle_et_al_2016_White_blood_cell_count	7	4.27590623977142e-09
region_chr15_62923023_64812469	UKB_50_Standing_height	1	9.89118340369657e-11
region_chr15_66802429_68725660	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	2.15335449064093e-09
region_chr15_66802429_68725660	UKB_6152_8_diagnosed_by_doctor_Asthma	26	2.26739129652891e-39
region_chr15_78223711_80568637	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	9.00161817584105e-09
region_chr15_78223711_80568637	Astle_et_al_2016_Reticulocyte_count	14	1.23181252189828e-18
region_chr15_80568637_83591716	GIANT_HEIGHT	3	1.73785679766251e-17
region_chr15_89932319_91621162	CARDIoGRAM_C4D_CAD_ADDITIVE	13	1.85611173956613e-08
region_chr15_89932319_91621162	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	32	5.271947713062e-13
region_chr15_98700830_100096642	GIANT_HEIGHT	9	8.63280682194513e-12
region_chr16_10054_1157206	Astle_et_al_2016_Platelet_count	9	1.220705227452e-10
region_chr16_10054_1157206	UKB_50_Standing_height	358	6.21488059595409e-48
region_chr16_10332175_11426305	UKB_6152_8_diagnosed_by_doctor_Asthma	9	8.37060980986443e-18
region_chr16_1157206_2714828	UKB_23099_Body_fat_percentage	3	4.53503181992011e-08
region_chr16_24125554_25975541	UKB_21001_Body_mass_index_BMI	14	2.70389730178161e-09
region_chr16_2714828_3951195	UKB_50_Standing_height	10	2.40842816285804e-12
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_eosinophil_basophil_counts	248	7.52264679215127e-16
region_chr16_3951195_5068344	UKB_50_Standing_height	111	5.0792795369543e-15
region_chr16_48974015_52001911	IBD.EUR.Inflammatory_Bowel_Disease	18	4.81194020995929e-17
region_chr16_65904663_68807460	Astle_et_al_2016_Eosinophil_counts	27	2.13158717404386e-13
region_chr16_65904663_68807460	Astle_et_al_2016_Red_blood_cell_count	129	9.32445650585105e-17
region_chr16_68807460_71020125	UKB_50_Standing_height	160	1.12391531978629e-16
region_chr16_72901251_74937605	UKB_23099_Body_fat_percentage	3	5.4642349598517e-08
region_chr16_8288517_9705562	UKB_50_Standing_height	1	5.49977987623575e-16
region_chr16_85115079_86122993	Astle_et_al_2016_Platelet_count	2	5.96762178148578e-09
region_chr17_1269105_2025437	Astle_et_al_2016_Myeloid_white_cell_count	8	8.93904087742267e-09
region_chr17_15115780_16509028	Astle_et_al_2016_Granulocyte_count	173	2.6483066589995e-25
region_chr17_15115780_16509028	Astle_et_al_2016_Neutrophil_count	172	1.9131856977131e-25
region_chr17_15115780_16509028	Astle_et_al_2016_White_blood_cell_count	99	1.13325013665395e-11
region_chr17_18953007_21387045	Astle_et_al_2016_High_light_scatter_reticulocyte_count	10	1.4219773631541e-12
region_chr17_18953007_21387045	UKB_21001_Body_mass_index_BMI	11	2.47018417229068e-13
region_chr17_2025437_3799018	UKB_20127_Neuroticism_score	10	4.48461346090421e-08
region_chr17_29007226_31459473	GIANT_HEIGHT	106	1.69058621981848e-32
region_chr17_29007226_31459473	UKB_21001_Body_mass_index_BMI	2	1.99350574270512e-08
region_chr17_29007226_31459473	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	1.57172023663053e-07
region_chr17_29007226_31459473	UKB_50_Standing_height	191	3.06379897952484e-61
region_chr17_31459473_33211407	UKB_1160_Sleep_duration	1	1.03625637321844e-07
region_chr17_34585779_36141651	Astle_et_al_2016_Reticulocyte_count	88	2.03049158059365e-108
region_chr17_36141651_38653091	Astle_et_al_2016_Reticulocyte_count	12	1.99646528670811e-34
region_chr17_38653091_40721152	Astle_et_al_2016_Lymphocyte_counts	79	1.23980387126818e-19
region_chr17_38653091_40721152	UKB_6152_8_diagnosed_by_doctor_Asthma	212	3.1709913044669e-49
region_chr17_38653091_40721152	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	156	7.940666449958e-24
region_chr17_43694719_44979537	Astle_et_al_2016_Platelet_count	20	7.65198174937783e-19
region_chr17_43694719_44979537	Astle_et_al_2016_Red_blood_cell_count	1	1.35744546465916e-15
region_chr17_43694719_44979537	UKB_20127_Neuroticism_score	1	2.88257979546653e-12
region_chr17_44979537_47798656	UKB_6152_8_diagnosed_by_doctor_Asthma	1	7.57212927659814e-08
region_chr17_47798656_49440038	Astle_et_al_2016_Red_blood_cell_count	68	2.90237661533634e-15
region_chr17_47798656_49440038	UKB_20002_1111_self_reported_asthma	7	1.4594166489974e-12
region_chr17_53748757_55522071	BCAC_ER_negative_BreastCancer_EUR	19	4.0525261859295e-11
region_chr17_53748757_55522071	BCAC_Overall_BreastCancer_EUR	19	4.29654084257284e-11
region_chr17_57280180_59410151	UKB_21001_Body_mass_index_BMI	1	1.34922721242835e-08
region_chr17_5838014_7414079	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	1.87015118289452e-08
region_chr17_5838014_7414079	EGG_BW3_EUR	88	7.19992077824469e-17
region_chr17_59410151_61235394	UKB_50_Standing_height	2	1.55303912823024e-32
region_chr17_61235394_63468228	UKB_50_Standing_height	43	8.09869167650125e-78
region_chr17_63468228_65152010	UKB_21001_Body_mass_index_BMI	2	7.96227343817214e-09
region_chr17_66804312_69862629	Astle_et_al_2016_Eosinophil_counts	25	4.69545995202516e-17
region_chr17_66804312_69862629	UKB_21001_Body_mass_index_BMI	24	1.16389759058749e-10
region_chr17_7414079_8403107	UKB_1160_Sleep_duration	6	1.08638582033938e-08
region_chr17_7414079_8403107	UKB_20002_1065_self_reported_hypertension	35	1.79500715879304e-14
region_chr17_7414079_8403107	UKB_50_Standing_height	108	6.20122046043091e-53
region_chr17_74676064_76379479	Astle_et_al_2016_Myeloid_white_cell_count	2	6.39285589167731e-09
region_chr17_76379479_78267332	Astle_et_al_2016_High_light_scatter_reticulocyte_count	26	2.888716621621e-15
region_chr17_79302554_80863788	UKB_23099_Body_fat_percentage	1	6.77210083320929e-08
region_chr17_82076532_83247139	GIANT_HEIGHT	38	9.77092138405555e-12
region_chr18_23069508_25416687	Astle_et_al_2016_Sum_basophil_neutrophil_counts	46	4.34175205954423e-12
region_chr18_23069508_25416687	Astle_et_al_2016_White_blood_cell_count	43	7.18064785137007e-12
region_chr18_23069508_25416687	UKB_21001_Body_mass_index_BMI	65	2.12557649107673e-16
region_chr18_23069508_25416687	UKB_23099_Body_fat_percentage	76	3.17778288048039e-18
region_chr18_50204214_53535815	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	6.74463548912189e-09
region_chr18_54027805_57546606	pgc.scz2	2	9.91956367472943e-16
region_chr18_8498933_11075914	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	7.65258584004344e-09
region_chr19_11173352_13360313	BCAC_ER_negative_BreastCancer_EUR	1	1.62665642615001e-08
region_chr19_11173352_13360313	CARDIoGRAM_C4D_CAD_ADDITIVE	1	6.84602828772624e-09
region_chr19_11173352_13360313	SSGAC_Education_Years_Pooled	2	1.31945908327951e-08
region_chr19_16263605_18299052	Astle_et_al_2016_Monocyte_count	7	7.29250652006574e-11
region_chr19_18299052_19766662	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	14	2.8357667012646e-12
region_chr19_2098397_3019662	UKB_20002_1065_self_reported_hypertension	1	1.05978589899609e-08
region_chr19_41625199_43358303	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	1.57971842052021e-07
region_chr19_43358303_44239955	Astle_et_al_2016_Sum_basophil_neutrophil_counts	20	1.0953464172595e-23
region_chr19_4348970_5811841	UKB_50_Standing_height	18	6.47175931965361e-23
region_chr19_44239955_45599439	Astle_et_al_2016_Neutrophil_count	4	1.03160648462119e-14
region_chr19_45599439_46646825	UKB_21001_Body_mass_index_BMI	2	3.52846557432899e-08
region_chr19_48778970_51029311	UKB_50_Standing_height	42	4.11527554845585e-12
region_chr19_610729_2098397	Astle_et_al_2016_Lymphocyte_counts	39	2.50267787577124e-17
region_chr19_610729_2098397	Astle_et_al_2016_Myeloid_white_cell_count	18	2.02697329295414e-11
region_chr19_610729_2098397	Astle_et_al_2016_White_blood_cell_count	18	7.36764824226707e-13
region_chr19_6684874_8282629	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	8.59348962609531e-10
region_chr19_6684874_8282629	UKB_50_Standing_height	13	1.57221951070074e-18
region_chr19_9127717_11173352	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	9.39696309567851e-10
region_chr19_9127717_11173352	Astle_et_al_2016_White_blood_cell_count	15	3.26408489309831e-11
region_chr19_9127717_11173352	IBD.EUR.Crohns_Disease	5	7.54845628671693e-10
region_chr19_9127717_11173352	UKB_20002_1453_self_reported_psoriasis	3	3.78256599824377e-08
region_chr1_107867043_109761309	Astle_et_al_2016_Sum_basophil_neutrophil_counts	6	6.40405042207989e-12
region_chr1_107867043_109761309	UKB_20016_Fluid_intelligence_score	1	9.87401235841276e-08
region_chr1_112730684_114331223	Astle_et_al_2016_White_blood_cell_count	2	2.50048813641654e-09
region_chr1_118296444_148907004	UKB_50_Standing_height	24	1.40591172927691e-17
region_chr1_151566405_153208353	UKB_20002_1452_self_reported_eczema_or_dermatitis	78	8.63151570254604e-32
region_chr1_151566405_153208353	UKB_50_Standing_height	5	3.35226255358012e-13
region_chr1_151566405_153208353	UKB_6152_8_diagnosed_by_doctor_Asthma	33	4.29562866516513e-17
region_chr1_154797927_156366342	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	2.93880541270179e-08
region_chr1_158057622_159943258	Astle_et_al_2016_High_light_scatter_reticulocyte_count	6	4.5607106037096e-46
region_chr1_158057622_159943258	Astle_et_al_2016_Reticulocyte_count	15	1.56046275693424e-118
region_chr1_159943258_162376931	Astle_et_al_2016_Sum_basophil_neutrophil_counts	3	1.79915124608511e-08
region_chr1_165222465_166491280	UKB_50_Standing_height	7	2.22606624806094e-11
region_chr1_16571235_18336405	GIANT_HEIGHT	114	6.64514635135483e-40
region_chr1_169117086_170588635	UKB_50_Standing_height	1	1.0164648492351e-07
region_chr1_173128768_175120632	Astle_et_al_2016_Eosinophil_counts	1	8.57989838362643e-10
region_chr1_184626379_186840891	UKB_23099_Body_fat_percentage	26	4.57599001579986e-09
region_chr1_184626379_186840891	UKB_50_Standing_height	1	9.44409734226453e-11
region_chr1_20142656_21410095	IBD.EUR.Ulcerative_Colitis	1	1.08901725984432e-16
region_chr1_206268085_208237019	Astle_et_al_2016_Granulocyte_count	1	1.73091532958398e-08
region_chr1_216070292_218532171	GIANT_HEIGHT	11	5.02352016068501e-27
region_chr1_222056878_224750818	Astle_et_al_2016_Neutrophil_count	18	6.2359541760997e-12
region_chr1_226623159_229020501	UKB_20002_1065_self_reported_hypertension	2	1.01581788171629e-08
region_chr1_22760390_23594100	Astle_et_al_2016_Sum_eosinophil_basophil_counts	5	5.43582300201803e-09
region_chr1_22760390_23594100	GIANT_HEIGHT	25	2.09611729683728e-20
region_chr1_23594100_25190354	Astle_et_al_2016_Eosinophil_counts	6	3.26623230984881e-10
region_chr1_23594100_25190354	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	18	7.34411724858027e-26
region_chr1_29689034_31973084	Astle_et_al_2016_Neutrophil_count	3	6.61827508634424e-09
region_chr1_29689034_31973084	Astle_et_al_2016_White_blood_cell_count	2	2.56289899534594e-08
region_chr1_34334157_37083582	Astle_et_al_2016_Sum_basophil_neutrophil_counts	7	3.3996053023667e-17
region_chr1_37083582_38266175	UKB_50_Standing_height	125	1.12560628263993e-23
region_chr1_39734895_41509656	UKB_23099_Body_fat_percentage	2	7.49059769325685e-09
region_chr1_41509656_43292786	Astle_et_al_2016_Neutrophil_count	3	5.12395218688217e-08
region_chr1_44503511_46433829	Astle_et_al_2016_Reticulocyte_count	24	4.66282242198632e-11
region_chr1_44503511_46433829	Astle_et_al_2016_White_blood_cell_count	27	5.49873741146593e-13
region_chr1_46433829_47536904	UKB_23099_Body_fat_percentage	3	4.00770107472936e-08
region_chr1_51248054_53760589	UKB_50_Standing_height	9	7.30077526827659e-12
region_chr1_64576021_66473721	Astle_et_al_2016_Granulocyte_count	10	2.08616137395874e-18
region_chr1_64576021_66473721	Astle_et_al_2016_Neutrophil_count	10	8.27344144312779e-19
region_chr1_64576021_66473721	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	11	1.41852161041931e-18
region_chr1_66473721_68012212	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	5.72158170319792e-16
region_chr1_7187275_9305140	UKB_20002_1111_self_reported_asthma	5	2.66912957555164e-09
region_chr1_76262450_79195513	UKB_1180_Morning_or_evening_person_chronotype	2	5.03614064146743e-11
region_chr1_93070902_94040635	UKB_50_Standing_height	4	1.29857212532966e-15
region_chr1_95685337_97419693	SSGAC_Education_Years_Pooled	1	1.83458562303608e-08
region_chr20_2488855_3847766	Astle_et_al_2016_Reticulocyte_count	19	9.27608978119285e-29
region_chr20_25363595_33027017	UKB_23099_Body_fat_percentage	32	7.18907971442454e-17
region_chr20_34225635_36332043	UKB_21001_Body_mass_index_BMI	4	1.25932155689119e-08
region_chr20_40982216_41957049	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	6	4.92570207350934e-14
region_chr20_48583442_50623121	UKB_50_Standing_height	42	6.78502429311507e-42
region_chr20_63558827_64333810	Astle_et_al_2016_Platelet_count	6	2.5027476849808e-08
region_chr20_63558827_64333810	UKB_21001_Body_mass_index_BMI	1	5.56494848881685e-08
region_chr20_7103426_8136364	Astle_et_al_2016_White_blood_cell_count	1	7.89881524535192e-09
region_chr20_716956_2488855	Astle_et_al_2016_Lymphocyte_counts	1	4.78340300720402e-21
region_chr21_33853161_35152076	UKB_50_Standing_height	4	2.04118936687758e-15
region_chr21_37339402_39110976	Astle_et_al_2016_Granulocyte_count	1	1.322067077283e-07
region_chr21_46072312_46699840	Astle_et_al_2016_Granulocyte_count	3	1.03087279007162e-07
region_chr21_46072312_46699840	UKB_50_Standing_height	1	9.22288823543529e-08
region_chr22_19924835_22002927	Astle_et_al_2016_Reticulocyte_count	42	2.1703604155485e-12
region_chr22_23370460_24588236	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	5.51200482432256e-08
region_chr22_31043932_32268999	Astle_et_al_2016_Sum_eosinophil_basophil_counts	4	1.68900200188724e-09
region_chr22_37174229_38911889	UKB_21001_Body_mass_index_BMI	1	6.66272236660987e-08
region_chr22_40149793_42294812	BCAC_ER_negative_BreastCancer_EUR	3	3.51900869281642e-10
region_chr22_44599428_46074615	UKB_50_Standing_height	27	1.08143688492142e-16
region_chr22_49430885_50804870	Astle_et_al_2016_Reticulocyte_count	105	5.05053985330281e-17
region_chr22_49430885_50804870	UKB_20022_Birth_weight	2	1.42373657311119e-07
region_chr2_10133_1777250	UKB_50_Standing_height	32	6.25599094855734e-17
region_chr2_102072305_102971757	IBD.EUR.Inflammatory_Bowel_Disease	18	1.95464934341877e-09
region_chr2_109814855_113164279	Astle_et_al_2016_Granulocyte_count	17	6.88795055522182e-22
region_chr2_109814855_113164279	Astle_et_al_2016_Lymphocyte_counts	5	8.29962588852122e-11
region_chr2_113164279_116014894	Jones_et_al_2016_SleepDuration	7	1.50704587253325e-13
region_chr2_117609890_120546207	UKB_20016_Fluid_intelligence_score	1	1.02920985325667e-07
region_chr2_146519594_149353778	Astle_et_al_2016_Sum_eosinophil_basophil_counts	11	2.96895760981231e-09
region_chr2_172274177_174724201	GIANT_HEIGHT	5	1.81455136062539e-08
region_chr2_181401304_183492880	Astle_et_al_2016_Lymphocyte_counts	8	1.85944368226691e-17
region_chr2_181401304_183492880	Astle_et_al_2016_Sum_basophil_neutrophil_counts	4	4.79051093496473e-12
region_chr2_181401304_183492880	Astle_et_al_2016_White_blood_cell_count	8	2.25811630111594e-26
region_chr2_195582732_197213386	Astle_et_al_2016_Eosinophil_counts	2	8.32073129626146e-08
region_chr2_200711561_201953914	Astle_et_al_2016_Lymphocyte_counts	75	1.50812537404233e-20
region_chr2_201953914_204934518	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	1.95879769799882e-46
region_chr2_217530757_219589829	Astle_et_al_2016_Platelet_count	54	1.80299914966475e-13
region_chr2_217530757_219589829	Astle_et_al_2016_Red_blood_cell_count	76	3.20212291030918e-20
region_chr2_217530757_219589829	BCAC_Overall_BreastCancer_EUR	1	1.45280484085407e-07
region_chr2_217530757_219589829	IBD.EUR.Inflammatory_Bowel_Disease	3	1.24499811609443e-07
region_chr2_217530757_219589829	IBD.EUR.Ulcerative_Colitis	1	1.02844478358727e-07
region_chr2_224975287_227255126	UKB_50_Standing_height	3	1.25482654465298e-11
region_chr2_230978674_232685293	UKB_50_Standing_height	76	4.87001580142036e-27
region_chr2_23118512_24464049	UKB_50_Standing_height	62	4.82726334909724e-37
region_chr2_237852338_239030947	UKB_50_Standing_height	2	8.64289112998541e-09
region_chr2_241210506_242147200	UKB_50_Standing_height	75	4.0434194711684e-24
region_chr2_24464049_26672117	EGG_BW3_EUR	1	9.53591324429434e-08
region_chr2_24464049_26672117	UKB_50_Standing_height	79	1.72507213472163e-63
region_chr2_26672117_28375910	Astle_et_al_2016_Myeloid_white_cell_count	6	2.53352393911116e-09
region_chr2_28375910_28994693	UKB_21001_Body_mass_index_BMI	1	1.69812470652859e-07
region_chr2_28375910_28994693	UKB_50_Standing_height	12	2.02709737616092e-10
region_chr2_31327584_33138710	GIANT_HEIGHT	5	5.29478185332688e-26
region_chr2_31327584_33138710	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	1.65137220872223e-08
region_chr2_37905569_38804195	GEFOS_Forearm	5	2.39542852481049e-08
region_chr2_40054343_43082452	UKB_50_Standing_height	2	2.15574093372758e-08
region_chr2_43082452_44086664	IBD.EUR.Crohns_Disease	4	7.9598884365903e-09
region_chr2_43082452_44086664	UKB_20002_1065_self_reported_hypertension	2	5.14228485376014e-08
region_chr2_43082452_44086664	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	9	5.14098019132944e-11
region_chr2_44086664_46255495	GIANT_HEIGHT	14	1.16363607928864e-11
region_chr2_47091633_47985862	UKB_21001_Body_mass_index_BMI	1	1.97618017341773e-08
region_chr2_47985862_49795119	UKB_21001_Body_mass_index_BMI	1	1.73212606802379e-07
region_chr2_53281314_54458089	Astle_et_al_2016_Monocyte_count	1	6.51759234083963e-08
region_chr2_53281314_54458089	Astle_et_al_2016_Reticulocyte_count	1	7.31935530009993e-08
region_chr2_53281314_54458089	UKB_21001_Body_mass_index_BMI	2	5.30317471777236e-08
region_chr2_60064865_62201909	Astle_et_al_2016_Eosinophil_counts	2	1.04189807427526e-07
region_chr2_64398779_65706310	RA_OKADA_TRANS_ETHNIC	7	1.94671393470837e-11
region_chr2_67783044_68912432	GIANT_HEIGHT	7	3.84617238332829e-10
region_chr2_8282017_10158342	UKB_20022_Birth_weight	34	1.50609822953518e-19
region_chr2_84913556_87738988	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	6.02332482669892e-08
region_chr2_94660727_98378738	Astle_et_al_2016_Sum_eosinophil_basophil_counts	185	1.29663166048839e-35
region_chr3_100873373_103366116	Astle_et_al_2016_Platelet_count	1	4.24250067602344e-08
region_chr3_118811404_120804208	UKB_50_Standing_height	5	3.92268161353757e-09
region_chr3_120804208_122255250	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	5.95468536596789e-08
region_chr3_122255250_123798921	UKB_50_Standing_height	11	5.6683639536335e-11
region_chr3_128476018_130525891	Astle_et_al_2016_Neutrophil_count	2	1.28385365565607e-09
region_chr3_133533329_135738064	UKB_20002_1065_self_reported_hypertension	3	1.3366188252846e-09
region_chr3_135738064_137652241	UKB_20127_Neuroticism_score	15	5.14850211904396e-10
region_chr3_137652241_140235755	UKB_20002_1065_self_reported_hypertension	4	1.7784590305317e-08
region_chr3_140235755_141620255	Astle_et_al_2016_Sum_basophil_neutrophil_counts	10	7.54425372843156e-14
