region	phenotype	count	best_pvalue
region_chr16_18632285_20139249	UKB_21001_Body_mass_index_BMI	25	4.24476417622269e-13
region_chr16_24125554_25975541	UKB_21001_Body_mass_index_BMI	2	1.92051099050759e-09
region_chr16_29025292_31371622	Astle_et_al_2016_Neutrophil_count	1	3.64225354121041e-08
region_chr16_48974015_52001911	UKB_20002_1462_self_reported_crohns_disease	2	5.57733323998803e-10
region_chr16_71020125_72901251	Astle_et_al_2016_Red_blood_cell_count	39	1.90402127196181e-17
region_chr17_29007226_31459473	UKB_21001_Body_mass_index_BMI	1	2.04712634854846e-08
region_chr17_3799018_4792966	Astle_et_al_2016_Platelet_count	3	4.70799301679149e-11
region_chr17_44979537_47798656	UKB_50_Standing_height	707	1.59894573896263e-21
region_chr17_66804312_69862629	UKB_21001_Body_mass_index_BMI	4	5.6664355454224e-11
region_chr17_74676064_76379479	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	4	3.84577273220898e-09
region_chr17_74676064_76379479	UKB_50_Standing_height	8	5.19796365249421e-16
region_chr18_58862988_59963251	UKB_23099_Body_fat_percentage	2	7.97058611135757e-11
region_chr19_41625199_43358303	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	5	3.4923221966034e-12
region_chr19_43358303_44239955	Astle_et_al_2016_Neutrophil_count	66	1.15991169785605e-17
region_chr19_45599439_46646825	IGAP_Alzheimer	30	2.99162288009374e-34
region_chr19_46646825_48778970	Astle_et_al_2016_Reticulocyte_count	1	4.56271567974091e-08
region_chr19_48778970_51029311	UKB_21001_Body_mass_index_BMI	1	6.03879965641294e-08
region_chr1_111199115_112730684	RA_OKADA_TRANS_ETHNIC	2	1.99999873415791e-10
region_chr1_115337972_118296444	Astle_et_al_2016_High_light_scatter_reticulocyte_count	3	4.90693855993261e-16
region_chr1_159943258_162376931	Astle_et_al_2016_White_blood_cell_count	3	6.57658873404873e-09
region_chr1_173128768_175120632	IBD.EUR.Crohns_Disease	3	1.26481337919535e-10
region_chr1_1961168_3666172	UKB_20002_1265_self_reported_migraine	1	1.17874142084915e-09
region_chr1_7187275_9305140	UKB_20002_1065_self_reported_hypertension	2	4.12675437519229e-08
region_chr1_83526065_84378812	UKB_23099_Body_fat_percentage	1	7.3488289398972e-10
region_chr1_89600744_91420760	SSGAC_Education_Years_Pooled	2	7.2103953703048e-10
region_chr20_2488855_3847766	Astle_et_al_2016_Lymphocyte_counts	4	5.01003538653291e-22
region_chr20_44051536_46210417	UKB_20002_1065_self_reported_hypertension	3	1.06588016118674e-10
region_chr21_39110976_40017600	IBD.EUR.Inflammatory_Bowel_Disease	1	3.51736039226761e-08
region_chr22_35134992_37174229	Astle_et_al_2016_Red_blood_cell_count	1	5.78159051027225e-09
region_chr22_35134992_37174229	GIANT_HEIGHT	1	1.10290701002809e-09
region_chr22_38911889_40149793	UKB_20127_Neuroticism_score	1	3.77106140201687e-08
region_chr22_40149793_42294812	Astle_et_al_2016_Platelet_count	10	2.7891364757096e-22
region_chr22_42294812_43318194	Astle_et_al_2016_Red_blood_cell_count	7	1.21611970306045e-11
region_chr2_102072305_102971757	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	31	4.01289677481419e-43
region_chr2_113164279_116014894	Astle_et_al_2016_Granulocyte_count	2	1.38651368851140e-11
region_chr2_160913222_162647041	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	6.97799700426484e-08
region_chr2_166499460_169111726	MAGIC_FastingGlucose	79	4.0016870809199e-68
region_chr2_180448012_181401304	Astle_et_al_2016_White_blood_cell_count	2	1.48522803855374e-10
region_chr2_181401304_183492880	Astle_et_al_2016_Lymphocyte_counts	9	6.27398117845437e-16
region_chr2_239030947_240620667	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	2.4725709019723e-08
region_chr2_28375910_28994693	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	13	9.55209644999543e-10
region_chr2_35896940_37905569	GIANT_HEIGHT	34	2.80650265396471e-14
region_chr2_43082452_44086664	Astle_et_al_2016_Lymphocyte_counts	4	1.7900913214251e-16
region_chr2_87738988_88855013	GIANT_HEIGHT	5	6.48527491973997e-22
region_chr3_135738064_137652241	Astle_et_al_2016_Lymphocyte_counts	7	4.84900955054142e-08
region_chr3_137652241_140235755	UKB_20002_1065_self_reported_hypertension	1	9.1765614348426e-08
region_chr3_41023037_42498510	Astle_et_al_2016_Monocyte_count	5	1.52576571562448e-33
region_chr3_47685722_49279539	UKB_20002_1065_self_reported_hypertension	124	1.06987317123275e-12
region_chr3_99654918_100873373	GIANT_HEIGHT	2	1.44089756231304e-10
region_chr4_48121583_53011266	UKB_50_Standing_height	58	8.19501493585499e-14
region_chr4_6771316_7537965	Astle_et_al_2016_Myeloid_white_cell_count	7	7.35947154219061e-10
region_chr4_82451440_83878503	Astle_et_al_2016_Eosinophil_counts	10	1.72783128035436e-35
region_chr4_88316876_89310413	UKB_20002_1466_self_reported_gout	19	3.52723130364687e-49
region_chr5_111485446_112645865	UKB_20002_1111_self_reported_asthma	5	1.01578813413043e-20
region_chr5_147802435_149283061	Astle_et_al_2016_Granulocyte_count	1	2.56464696190473e-08
region_chr6_107129102_108143176	UKB_50_Standing_height	1	2.27598281076956e-08
region_chr6_26791023_28050041	Astle_et_al_2016_Myeloid_white_cell_count	7	2.59943150959965e-12
region_chr6_26791023_28050041	UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis	3	1.83561060318732e-13
region_chr6_28050041_28949831	Astle_et_al_2016_Sum_eosinophil_basophil_counts	101	6.15832752345833e-26
region_chr6_29770194_30830391	IBD.EUR.Inflammatory_Bowel_Disease	12	2.98147826543677e-15
region_chr6_30830391_31603441	UKB_20002_1464_self_reported_rheumatoid_arthritis	268	1.11242917587081e-40
region_chr6_32714887_33268720	Astle_et_al_2016_White_blood_cell_count	71	1.9260026141581e-53
region_chr6_33268720_35487979	GIANT_HEIGHT	377	6.61133691040528e-49
region_chr6_86359782_88112422	Astle_et_al_2016_White_blood_cell_count	40	1.6943346363485e-10
region_chr7_129138332_130737653	CARDIoGRAM_C4D_CAD_ADDITIVE	1	2.98696732102252e-09
region_chr7_44724229_45913323	UKB_23099_Body_fat_percentage	1	1.14098380613897e-09
region_chr7_91032469_92864438	GIANT_HEIGHT	47	1.24150232515122e-34
region_chr7_92864438_94337289	UKB_50_Standing_height	5	3.40581227832911e-14
region_chr8_115084266_118673218	GIANT_HEIGHT	2	9.42632487168017e-10
region_chr8_123849219_124671478	UKB_20002_1473_self_reported_high_cholesterol	2	1.03699197706221e-30
region_chr8_132338897_133557758	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	4.95893133381077e-12
region_chr8_141963553_143155464	pgc.scz2	18	1.53381939668054e-11
region_chr8_7295557_9297184	Astle_et_al_2016_Neutrophil_count	92	1.6101211190399e-13
region_chr9_110015744_112068802	Astle_et_al_2016_White_blood_cell_count	2	2.72402352332937e-12
region_chr9_122109043_124209608	UKB_23099_Body_fat_percentage	1	3.44366458582223e-08
region_chr9_132423455_134176000	Astle_et_al_2016_Monocyte_count	44	1.21815939233173e-17
region_chr9_33578336_34642246	UKB_50_Standing_height	2	2.95929753316462e-08
region_chr9_91404921_93909416	UKB_50_Standing_height	38	1.2459630026055e-18
region_chr9_96159758_98830577	Astle_et_al_2016_Red_blood_cell_count	6	2.60461559228694e-10
region_chr10_102620653_104935290	Astle_et_al_2016_Reticulocyte_count	197	6.99615331423251e-52
region_chr10_49632869_51856869	UKB_50_Standing_height	1	5.50896815839855e-11
region_chr10_76947056_79116992	UKB_50_Standing_height	106	1.43728246713797e-20
region_chr11_128318642_130472680	Astle_et_al_2016_Monocyte_count	2	4.39199786606455e-10
region_chr11_46984586_49844498	Astle_et_al_2016_Neutrophil_count	2	5.41883556905564e-09
region_chr11_62456299_64037097	MAGIC_FastingGlucose	1	1.09799944131139e-08
region_chr11_70855_1192365	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	90	4.54107743422522e-13
region_chr12_109898914_112825713	Astle_et_al_2016_Eosinophil_counts	303	2.96135099483015e-157
region_chr12_109898914_112825713	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	8	1.73030201379953e-14
region_chr13_75096006_76836420	Astle_et_al_2016_Red_blood_cell_count	73	1.5882361894311e-17
region_chr13_98286665_99921841	UKB_23099_Body_fat_percentage	25	2.40170360982413e-13
region_chr14_54766963_55750162	Astle_et_al_2016_Platelet_count	2	3.87422756246688e-08
region_chr14_58981618_61213706	GIANT_HEIGHT	13	7.37124129618364e-27
region_chr14_76763129_78095602	Astle_et_al_2016_White_blood_cell_count	5	9.90553336184092e-10
region_chr15_66802429_68725660	UKB_23099_Body_fat_percentage	12	5.46500004601389e-17
region_chr15_76106283_78223711	GIANT_HEIGHT	16	2.25452755021745e-11
region_chr16_27434434_29025292	UKB_20002_1111_self_reported_asthma	3	1.19162052383793e-11
region_chr16_52001911_53348660	UKB_50_Standing_height	1	2.51772443356486e-09
region_chr16_84412277_85115079	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	2.80279080891659e-09
region_chr17_16509028_18953007	Astle_et_al_2016_Lymphocyte_counts	27	6.11979953955416e-11
region_chr17_31459473_33211407	Astle_et_al_2016_High_light_scatter_reticulocyte_count	4	8.84836695545132e-12
region_chr17_41743558_43694719	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	10	3.5799319495332e-09
region_chr17_44979537_47798656	UKB_1160_Sleep_duration	10	2.32907031306007e-09
region_chr17_47798656_49440038	UKB_23099_Body_fat_percentage	5	3.78461602330328e-11
region_chr17_66804312_69862629	UKB_50_Standing_height	3	7.62745281397675e-21
region_chr19_14375535_15537799	Astle_et_al_2016_White_blood_cell_count	1	1.44255601400714e-27
region_chr19_19766662_20722951	UKB_20002_1473_self_reported_high_cholesterol	1	4.07820403722462e-08
region_chr19_35978393_37036131	Astle_et_al_2016_Reticulocyte_count	2	3.80576776207582e-09
region_chr19_46646825_48778970	UKB_20002_1473_self_reported_high_cholesterol	23	2.5643173727187e-15
region_chr19_48778970_51029311	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	1.48102593319527e-08
region_chr19_9127717_11173352	Astle_et_al_2016_Sum_basophil_neutrophil_counts	2	5.14804976435459e-08
region_chr19_9127717_11173352	CARDIoGRAM_C4D_CAD_ADDITIVE	16	8.62087923405634e-11
region_chr1_151566405_153208353	UKB_20002_1452_self_reported_eczema_or_dermatitis	24	7.98811908996925e-24
region_chr1_159943258_162376931	Astle_et_al_2016_Lymphocyte_counts	12	2.25629722195507e-11
region_chr1_159943258_162376931	Astle_et_al_2016_Red_blood_cell_count	9	2.54403174924748e-09
region_chr1_18336405_20142656	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	1.90599560886345e-08
region_chr1_18336405_20142656	UKB_21001_Body_mass_index_BMI	2	1.45290820574542e-08
region_chr1_203365606_204711940	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	1.79697332216435e-13
region_chr1_218532171_219417229	UKB_50_Standing_height	3	6.7412133076991e-36
region_chr1_25190354_27075376	MAGNETIC_IDL.TG	1	7.60055957068809e-08
region_chr1_34334157_37083582	Astle_et_al_2016_Neutrophil_count	40	1.3158329207652e-31
region_chr1_37083582_38266175	RA_OKADA_TRANS_ETHNIC	35	1.81647865801315e-12
region_chr1_44503511_46433829	Astle_et_al_2016_Granulocyte_count	30	9.95356646729805e-12
region_chr1_66473721_68012212	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	2.99021164544686e-09
region_chr20_38281128_39808119	pgc.scz2	1	2.18886245894005e-08
region_chr21_39110976_40017600	UKB_23099_Body_fat_percentage	1	4.86117245331347e-09
region_chr22_19924835_22002927	Astle_et_al_2016_Monocyte_count	7	1.00319668068206e-09
region_chr22_42294812_43318194	pgc.scz2	1	6.96876428716399e-08
region_chr2_166499460_169111726	Astle_et_al_2016_Myeloid_white_cell_count	61	1.25557473626552e-16
region_chr2_181401304_183492880	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	2.60622485040563e-10
region_chr2_224975287_227255126	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	6.05990704423666e-10
region_chr2_228506071_230978674	Astle_et_al_2016_Eosinophil_counts	6	1.02073987448828e-08
region_chr2_24464049_26672117	UKB_50_Standing_height	98	3.90609957433084e-75
region_chr2_26672117_28375910	Astle_et_al_2016_Lymphocyte_counts	3	3.05048963146496e-08
region_chr2_26672117_28375910	Astle_et_al_2016_Neutrophil_count	53	5.57947766572217e-13
region_chr2_26672117_28375910	UKB_21001_Body_mass_index_BMI	4	2.87138210507808e-11
region_chr3_110794923_113096852	GIANT_HEIGHT	3	1.86804945073481e-09
region_chr3_147008842_149325450	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	5	1.50323198433236e-16
region_chr3_181793378_184051895	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	3.98999304921656e-09
region_chr3_36445350_38314625	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	63	8.58708391509323e-10
region_chr3_85533081_87360582	UKB_21001_Body_mass_index_BMI	1	3.01956634743353e-11
region_chr4_175649565_178070756	pgc.scz2	2	1.16536875970079e-08
region_chr4_37253425_38905401	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	87	1.13469808605988e-61
region_chr4_54563389_55681477	Astle_et_al_2016_Red_blood_cell_count	8	6.25793953359096e-95
region_chr4_6771316_7537965	UKB_50_Standing_height	11	8.26843370337839e-09
region_chr4_80069143_81204161	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	3	1.46271411852642e-08
region_chr4_99757203_102300199	UKB_21001_Body_mass_index_BMI	2	2.07261774616908e-17
region_chr5_132803957_135441711	Astle_et_al_2016_Eosinophil_counts	11	1.93270287027123e-30
region_chr5_132803957_135441711	UKB_50_Standing_height	194	9.25540819115066e-39
region_chr5_141266403_143601683	Astle_et_al_2016_Eosinophil_counts	2	2.46394199807772e-23
region_chr5_149283061_151181737	Astle_et_al_2016_Eosinophil_counts	2	9.9458870771904e-16
region_chr5_149283061_151181737	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	1.87141596770372e-14
region_chr5_159398690_160546937	Astle_et_al_2016_Platelet_count	11	1.0051096950807e-21
region_chr5_176023592_177824506	Astle_et_al_2016_Red_blood_cell_count	15	7.56295433057919e-10
region_chr5_56121522_57325275	GIANT_HEIGHT	7	2.87839753127914e-11
region_chr5_59228796_61640080	SSGAC_Education_Years_Pooled	31	2.26978646501828e-15
region_chr5_88094174_89595713	UKB_1180_Morning_or_evening_person_chronotype	57	4.37714210611789e-10
region_chr6_154652986_156442192	UKB_50_Standing_height	123	1.05579647109554e-16
region_chr6_28050041_28949831	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	79	2.1549348779947e-17
region_chr6_30830391_31603441	pgc.scz2	140	4.44042790224378e-21
region_chr6_32714887_33268720	Astle_et_al_2016_Neutrophil_count	36	7.656028920024e-28
region_chr6_32714887_33268720	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	44	9.33497164655668e-32
region_chr6_33268720_35487979	UKB_20002_1453_self_reported_psoriasis	36	3.57436222682047e-38
region_chr6_42070983_43788432	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	1.64461182091979e-08
region_chr7_1313431_2022763	pgc.scz2	12	1.57745748355865e-13
region_chr7_22468010_23431823	UKB_20022_Birth_weight	2	6.14613830041491e-10
region_chr7_23431823_25037640	Astle_et_al_2016_Eosinophil_counts	2	1.888538967054e-08
region_chr7_2732593_4533797	Astle_et_al_2016_Platelet_count	8	2.6248895226096e-13
region_chr7_4533797_5376601	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	8.19724000979159e-16
region_chr7_73920272_76829247	GIANT_HEIGHT	2	2.75328519481357e-08
region_chr7_92864438_94337289	GIANT_HEIGHT	3	9.2769329863741e-16
region_chr8_118673218_120189461	GIANT_HEIGHT	43	7.82782468350203e-15
region_chr8_17978890_19635329	UKB_20002_1473_self_reported_high_cholesterol	1	1.05705246928375e-11
region_chr8_58815541_61416540	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	2.33661623692423e-09
region_chr9_132423455_134176000	MAGNETIC_LDL.C	3	2.52023817843947e-08
region_chr9_82825886_84323281	Astle_et_al_2016_Neutrophil_count	5	1.93995377174957e-08
region_chr11_119344766_120896097	Astle_et_al_2016_Platelet_count	1	2.31296470959032e-19
region_chr11_122721202_123629409	UKB_50_Standing_height	1	7.41600974643505e-08
region_chr11_74701306_77086163	UKB_6152_8_diagnosed_by_doctor_Asthma	21	7.31611428096725e-16
region_chr12_121569746_124493434	Astle_et_al_2016_Monocyte_count	2	5.62063602365735e-09
region_chr12_132236187_133264925	UKB_50_Standing_height	2	3.58396570938035e-09
region_chr12_38833367_40422383	IBD.EUR.Crohns_Disease	3	1.22868253996574e-15
region_chr12_55272053_57155077	UKB_20002_1111_self_reported_asthma	153	1.96937215937628e-25
region_chr13_23957798_25210224	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	3	3.37765793946902e-20
region_chr14_29502939_31914059	UKB_23099_Body_fat_percentage	10	1.13533665675765e-10
region_chr14_34377045_35390387	pgc.scz2	2	2.83302195350185e-08
region_chr14_53531113_54766963	GIANT_HEIGHT	3	1.65541806349953e-14
region_chr14_67525600_70665240	BCAC_Overall_BreastCancer_EUR	3	3.17715826935731e-13
region_chr15_101012489_101980763	Astle_et_al_2016_Myeloid_white_cell_count	1	1.21095702227424e-10
region_chr15_40885316_42484201	Astle_et_al_2016_Monocyte_count	11	7.77013613531487e-29
region_chr15_89932319_91621162	CARDIoGRAM_C4D_CAD_ADDITIVE	9	1.27897032156231e-08
region_chr16_1157206_2714828	UKB_50_Standing_height	579	4.23937438235405e-37
region_chr17_21387045_29007226	Astle_et_al_2016_Red_blood_cell_count	13	1.29819051978962e-12
region_chr17_43694719_44979537	Astle_et_al_2016_High_light_scatter_reticulocyte_count	2	4.20363318134903e-09
region_chr17_4792966_5838014	Astle_et_al_2016_Platelet_count	45	6.24799789576603e-15
region_chr17_59410151_61235394	Astle_et_al_2016_Platelet_count	7	1.02903563303943e-09
region_chr17_59410151_61235394	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	33	3.15316335238701e-16
region_chr17_65152010_66804312	UKB_50_Standing_height	7	1.445330479789e-20
region_chr17_7414079_8403107	Astle_et_al_2016_Eosinophil_counts	2	1.68958752888575e-09
region_chr17_7414079_8403107	GIANT_HEIGHT	62	4.92085618588507e-20
region_chr17_76379479_78267332	Astle_et_al_2016_Reticulocyte_count	5	1.21746501476743e-12
region_chr19_37036131_39679979	Astle_et_al_2016_Eosinophil_counts	12	8.44148348191923e-52
region_chr19_40478694_41625199	Astle_et_al_2016_Red_blood_cell_count	7	2.55707268474675e-11
region_chr19_40478694_41625199	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	257	1.65787239058264e-14
region_chr19_48778970_51029311	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	1.27850248631583e-08
region_chr19_54099074_55216712	Astle_et_al_2016_Monocyte_count	11	2.8120240584805e-18
region_chr1_118296444_148907004	UKB_50_Standing_height	30	8.05488099210371e-22
region_chr1_1961168_3666172	pgc.scz2	1	1.59792146415373e-08
region_chr1_200168521_201620847	UKB_21001_Body_mass_index_BMI	1	7.30752096112515e-16
region_chr1_226623159_229020501	Astle_et_al_2016_Myeloid_white_cell_count	22	4.76210344039602e-11
region_chr1_226623159_229020501	Astle_et_al_2016_Neutrophil_count	28	2.72024163843127e-13
region_chr1_22760390_23594100	Astle_et_al_2016_Sum_eosinophil_basophil_counts	55	1.40234241082902e-11
region_chr1_25190354_27075376	UKB_20002_1473_self_reported_high_cholesterol	2	9.4115059663895e-10
region_chr1_87662948_89600744	GIANT_HEIGHT	121	1.72273591363742e-19
region_chr20_44051536_46210417	GIANT_HEIGHT	1	3.83178277018958e-08
region_chr20_48583442_50623121	Astle_et_al_2016_Lymphocyte_counts	1	7.19694584508622e-09
region_chr20_62670503_63558827	UKB_21001_Body_mass_index_BMI	1	1.66886496575172e-08
region_chr22_38911889_40149793	IBD.EUR.Crohns_Disease	1	1.13346177822158e-08
region_chr2_102072305_102971757	UKB_20002_1111_self_reported_asthma	37	4.28603984111368e-40
region_chr2_113164279_116014894	UKB_1200_Sleeplessness_or_insomnia	8	8.06078918827705e-10
region_chr2_158720570_160913222	Astle_et_al_2016_Neutrophil_count	14	1.01517621289828e-12
region_chr2_160913222_162647041	Astle_et_al_2016_Lymphocyte_counts	1	2.60497479554435e-08
region_chr2_166499460_169111726	Astle_et_al_2016_Granulocyte_count	56	6.51062885847154e-15
region_chr2_176498908_177688455	UKB_50_Standing_height	2	3.47570626665723e-10
region_chr2_237852338_239030947	UKB_1180_Morning_or_evening_person_chronotype	4	2.76155121701569e-15
region_chr2_241210506_242147200	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	6	1.13210846147384e-08
region_chr2_24464049_26672117	EGG_BW3_EUR	1	5.93041724073121e-08
region_chr2_60064865_62201909	IBD.EUR.Inflammatory_Bowel_Disease	4	6.01218197043303e-11
region_chr2_64398779_65706310	RA_OKADA_TRANS_ETHNIC	11	2.40046221903789e-14
region_chr2_84913556_87738988	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	2.96984176382922e-08
region_chr3_120804208_122255250	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	1	3.59406677125373e-08
region_chr3_132117672_133533329	UKB_21001_Body_mass_index_BMI	2	2.83365017887178e-12
region_chr3_196244537_197349116	Astle_et_al_2016_Red_blood_cell_count	2	1.07221845501875e-15
region_chr3_42498510_45123661	UKB_23099_Body_fat_percentage	4	7.88500128125025e-09
region_chr3_46616010_47685722	Astle_et_al_2016_Granulocyte_count	25	7.94479396895946e-11
region_chr4_142522112_145257035	Astle_et_al_2016_Myeloid_white_cell_count	1	4.14417860133002e-08
region_chr4_37253425_38905401	Astle_et_al_2016_Lymphocyte_counts	81	1.0995719332082e-48
region_chr4_38905401_40200989	GIANT_HEIGHT	18	1.28999408675194e-12
region_chr4_7537965_8150508	Astle_et_al_2016_Monocyte_count	1	2.00276341908873e-08
region_chr4_78172825_80069143	UKB_23099_Body_fat_percentage	17	4.25053733066198e-12
region_chr5_130183332_132803957	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	278	5.87002241377372e-22
region_chr5_132803957_135441711	Astle_et_al_2016_Neutrophil_count	2	3.72475660330304e-08
region_chr5_132803957_135441711	Astle_et_al_2016_Sum_eosinophil_basophil_counts	13	5.75558438600236e-27
region_chr5_132803957_135441711	IBD.EUR.Inflammatory_Bowel_Disease	1	2.27524492767891e-09
region_chr5_64672477_66615458	UKB_50_Standing_height	2	5.14547512012158e-11
region_chr6_14802693_17386174	Astle_et_al_2016_Red_blood_cell_count	12	1.18643818670111e-09
region_chr6_151591568_152773361	UKB_20022_Birth_weight	1	7.83270932629565e-09
region_chr6_25684359_26791023	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	6	1.17121756350038e-10
region_chr6_28050041_28949831	Astle_et_al_2016_Reticulocyte_count	93	1.364428937145e-32
region_chr6_28949831_29770194	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	29	9.58793526383734e-35
region_chr6_29770194_30830391	IBD.EUR.Ulcerative_Colitis	24	1.53299772110329e-11
region_chr6_33268720_35487979	Astle_et_al_2016_Lymphocyte_counts	20	5.19718997978677e-21
region_chr6_33268720_35487979	UKB_50_Standing_height	545	7.85866597852234e-113
region_chr6_40377376_42070983	Astle_et_al_2016_Myeloid_white_cell_count	1	3.90633366382423e-08
region_chr6_40377376_42070983	Astle_et_al_2016_Reticulocyte_count	10	6.10602748695614e-38
region_chr7_110007537_112978629	pgc.scz2	14	2.12581649260127e-11
region_chr7_1313431_2022763	UKB_21001_Body_mass_index_BMI	9	3.27680265731615e-13
region_chr7_150143569_151014417	UKB_21001_Body_mass_index_BMI	4	1.38919693322232e-10
region_chr7_43119475_44724229	Astle_et_al_2016_Platelet_count	3	1.03009857199026e-17
region_chr7_43119475_44724229	UKB_23099_Body_fat_percentage	1	6.92959974833311e-10
region_chr7_46947122_49172682	Astle_et_al_2016_White_blood_cell_count	4	2.246290123358e-08
region_chr7_5814895_6534226	Astle_et_al_2016_Reticulocyte_count	43	1.34175268351662e-22
region_chr7_73920272_76829247	UKB_20002_1466_self_reported_gout	1	9.37108078866392e-08
region_chr7_99117851_100599028	SSGAC_Education_Years_Pooled	10	2.18589242361711e-09
region_chr8_10605687_11421489	Astle_et_al_2016_Neutrophil_count	7	6.47323948165049e-13
region_chr8_11421489_13634266	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	5.54127781883125e-10
region_chr8_129368893_130627379	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	1.32291268365393e-08
region_chr9_136605890_138254346	GIANT_HEIGHT	14	2.05404851572173e-27
region_chr9_34642246_36743286	Astle_et_al_2016_Platelet_count	1	8.35513594784971e-08
