region	phenotype	count	best_pvalue
region_chr11_107973474_108566310	Astle_et_al_2016_Myeloid_white_cell_count	2	1.29167803330085e-08
region_chr11_107973474_108566310	Astle_et_al_2016_Sum_eosinophil_basophil_counts	6	4.99856670267067e-13
region_chr11_112588765_114387006	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	3.13702817503326e-13
region_chr11_112588765_114387006	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	5.83282901671271e-13
region_chr11_114959946_116512631	UKB_21001_Body_mass_index_BMI	1	3.28282319418149e-09
region_chr11_117876395_119344766	UKB_23099_Body_fat_percentage	12	1.00267663903504e-09
region_chr11_117876395_119344766	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	9.99229109664919e-10
region_chr11_1192365_3644251	Astle_et_al_2016_Monocyte_count	2	1.00458940785546e-08
region_chr11_1192365_3644251	UKB_21001_Body_mass_index_BMI	1	4.22914002060491e-08
region_chr11_119344766_120896097	UKB_21001_Body_mass_index_BMI	2	1.30603741515516e-09
region_chr11_121305234_122721202	Astle_et_al_2016_Lymphocyte_counts	1	2.92140431144499e-08
region_chr11_121305234_122721202	UKB_50_Standing_height	3	9.00691478828224e-09
region_chr11_122721202_123629409	pgc.scz2	1	2.54655263587452e-07
region_chr11_124625632_126441425	UKB_20002_1473_self_reported_high_cholesterol	1	7.0979183374841e-08
region_chr11_127446784_128318642	Astle_et_al_2016_White_blood_cell_count	1	1.01668603968746e-08
region_chr11_130472680_131204717	UKB_23099_Body_fat_percentage	6	1.6358625550776e-12
region_chr11_13351577_15721006	GIANT_HEIGHT	5	4.43140891696923e-14
region_chr11_15721006_17556855	GIANT_HEIGHT	10	6.25079244722963e-13
region_chr11_15721006_17556855	UKB_50_Standing_height	17	4.90523717573683e-15
region_chr11_26998914_28460046	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	2.74897080477612e-07
region_chr11_44672249_46984586	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	2.86252878921217e-07
region_chr11_44672249_46984586	UKB_20002_1094_self_reported_deep_venous_thrombosis_dvt	1	1.47956855624061e-07
region_chr11_44672249_46984586	UKB_20127_Neuroticism_score	4	7.92765300384468e-09
region_chr11_44672249_46984586	UKB_21001_Body_mass_index_BMI	10	4.4631347479931e-15
region_chr11_46984586_49844498	UKB_6152_5_diagnosed_by_doctor_Blood_clot_in_the_leg_DVT	1	2.91141122912055e-07
region_chr11_59013076_62456299	Astle_et_al_2016_Red_blood_cell_count	28	8.12919079882114e-21
region_chr11_59013076_62456299	Astle_et_al_2016_White_blood_cell_count	16	4.84119797417473e-10
region_chr11_59013076_62456299	UKB_50_Standing_height	19	2.95916407992397e-13
region_chr11_62456299_64037097	Astle_et_al_2016_Platelet_count	12	7.58839915498625e-14
region_chr11_64037097_66131160	BCAC_ER_negative_BreastCancer_EUR	2	2.47571474153864e-07
region_chr11_64037097_66131160	GIANT_HEIGHT	92	5.95126852154057e-17
region_chr11_64037097_66131160	SSGAC_Education_Years_Pooled	1	1.69461364259368e-07
region_chr11_64037097_66131160	UKB_23099_Body_fat_percentage	24	7.90186560156945e-14
region_chr11_66131160_68238358	Astle_et_al_2016_High_light_scatter_reticulocyte_count	8	3.65924417790083e-11
region_chr11_68238358_69701362	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	5.92083858211065e-08
region_chr11_69701362_71215246	BCAC_ER_negative_BreastCancer_EUR	1	3.29053047113845e-17
region_chr11_70855_1192365	Astle_et_al_2016_Platelet_count	93	4.90190475247748e-88
region_chr11_70855_1192365	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	47	2.01424050211116e-45
region_chr11_70855_1192365	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	22	1.94079136922619e-12
region_chr11_77086163_78644013	Astle_et_al_2016_Reticulocyte_count	1	2.97195299827906e-07
region_chr11_77086163_78644013	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	3.80140162123928e-09
region_chr11_77086163_78644013	UKB_20002_1111_self_reported_asthma	1	3.13174195566625e-07
region_chr11_9065770_10930480	UKB_20002_1111_self_reported_asthma	1	1.01844727958633e-07
region_chr12_102571208_104454918	UKB_23099_Body_fat_percentage	1	2.36788927930992e-07
region_chr12_102571208_104454918	UKB_50_Standing_height	3	1.14297223109742e-14
region_chr12_10328935_11601912	Astle_et_al_2016_Lymphocyte_counts	6	7.45216818734008e-10
region_chr12_10328935_11601912	Astle_et_al_2016_Monocyte_count	16	5.35619448425196e-14
region_chr12_106564970_108632125	Astle_et_al_2016_Platelet_count	1	8.70542380205503e-13
region_chr12_108632125_109898914	UKB_20127_Neuroticism_score	1	3.32115661463434e-07
region_chr12_108632125_109898914	pgc.scz2	2	3.14522591465465e-09
region_chr12_109898914_112825713	Astle_et_al_2016_High_light_scatter_reticulocyte_count	129	2.05885137237669e-72
region_chr12_109898914_112825713	Astle_et_al_2016_Sum_eosinophil_basophil_counts	183	1.65235131239731e-148
region_chr12_112825713_113548904	Astle_et_al_2016_Platelet_count	13	3.73563249914205e-30
region_chr12_112825713_113548904	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	2	4.93009690520782e-12
region_chr12_116649666_117697570	GIANT_HEIGHT	3	3.16587481400306e-08
region_chr12_116649666_117697570	UKB_50_Standing_height	9	4.97643116971702e-13
region_chr12_119316305_121569746	Astle_et_al_2016_Platelet_count	8	2.96201080611464e-10
region_chr12_119316305_121569746	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	2.03273991966393e-08
region_chr12_119316305_121569746	Jones_et_al_2016_Chronotype	1	2.1437866749675e-08
region_chr12_119316305_121569746	UKB_50_Standing_height	25	4.84088230316136e-14
region_chr12_119316305_121569746	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	6.41647865940131e-10
region_chr12_121569746_124493434	Astle_et_al_2016_Lymphocyte_counts	38	1.01659321348302e-11
region_chr12_121569746_124493434	Astle_et_al_2016_Reticulocyte_count	10	3.59442178632346e-09
region_chr12_121569746_124493434	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	2.7709695255265e-07
region_chr12_121569746_124493434	UKB_20002_1473_self_reported_high_cholesterol	1	3.12699461403034e-08
region_chr12_17934939_20711009	UKB_50_Standing_height	4	6.40789660205706e-16
region_chr12_27646840_29498322	Astle_et_al_2016_Platelet_count	1	5.87549070350383e-12
region_chr12_48608083_51382710	UKB_20002_1065_self_reported_hypertension	15	1.53457678873411e-16
region_chr12_48608083_51382710	UKB_20016_Fluid_intelligence_score	1	2.79043976063194e-08
region_chr12_52645220_54385039	Astle_et_al_2016_Red_blood_cell_count	12	1.33049819546631e-12
region_chr12_52645220_54385039	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	2.63718973398522e-09
region_chr12_52645220_54385039	UKB_50_Standing_height	7	5.4640698344977e-10
region_chr12_55272053_57155077	Astle_et_al_2016_Platelet_count	28	4.39739638214454e-18
region_chr12_57155077_58914885	UKB_20002_1466_self_reported_gout	6	1.59321403433855e-13
region_chr12_57155077_58914885	UKB_21001_Body_mass_index_BMI	1	1.34367255107015e-07
region_chr12_65165915_66787364	GIANT_HEIGHT	9	6.61597055982583e-32
region_chr12_65165915_66787364	UKB_50_Standing_height	19	1.66203436257673e-53
region_chr12_8224940_8878799	Astle_et_al_2016_Lymphocyte_counts	3	8.70140645466954e-37
region_chr12_8224940_8878799	Astle_et_al_2016_Reticulocyte_count	9	3.78178156960751e-14
region_chr12_94120791_95627009	Astle_et_al_2016_High_light_scatter_reticulocyte_count	12	2.15969543225646e-15
region_chr12_94120791_95627009	UKB_20002_1111_self_reported_asthma	1	2.29789946032055e-09
region_chr12_94120791_95627009	UKB_50_Standing_height	5	7.33188824200355e-37
region_chr13_29909130_31727678	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	3	1.54895448496353e-11
region_chr13_51016955_52765487	UKB_50_Standing_height	1	3.6873105689504e-17
region_chr13_70952659_73359952	UKB_50_Standing_height	1	1.83268333614655e-08
region_chr13_70952659_73359952	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	1.82573455364952e-08
region_chr13_75096006_76836420	Astle_et_al_2016_Red_blood_cell_count	3	5.76732917505412e-16
region_chr13_99921841_101648173	Astle_et_al_2016_Eosinophil_counts	1	1.14599976492543e-12
region_chr14_34377045_35390387	Astle_et_al_2016_Eosinophil_counts	2	1.91250109936121e-09
region_chr14_34377045_35390387	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	3.51727611553187e-09
region_chr14_54766963_55750162	Astle_et_al_2016_Platelet_count	2	3.87422756246686e-08
region_chr14_54766963_55750162	UKB_50_Standing_height	8	1.24315285523542e-16
region_chr14_63323296_64753580	UKB_50_Standing_height	29	1.75032966734502e-28
region_chr14_64753580_65932837	Astle_et_al_2016_Red_blood_cell_count	6	1.46706320384186e-08
region_chr14_64753580_65932837	GIANT_HEIGHT	10	4.89865604792818e-11
region_chr14_64753580_65932837	UKB_50_Standing_height	24	4.80205557741761e-33
region_chr14_67525600_70665240	GIANT_HEIGHT	1	6.60654995088275e-08
region_chr14_70665240_72422907	UKB_20127_Neuroticism_score	1	3.15984374498837e-08
region_chr14_72422907_75978424	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	1.78656948447577e-07
region_chr14_76763129_78095602	Astle_et_al_2016_White_blood_cell_count	2	1.88181763967423e-07
region_chr14_90830516_92665954	BCAC_ER_negative_BreastCancer_EUR	1	1.8508811533126e-08
region_chr14_92665954_93858939	UKB_21001_Body_mass_index_BMI	5	1.17085800317874e-10
region_chr14_98672195_101067970	Astle_et_al_2016_Platelet_count	2	7.38611756040652e-13
region_chr15_100096642_101012489	UKB_50_Standing_height	1	1.46708309303074e-10
region_chr15_101012489_101980763	Astle_et_al_2016_White_blood_cell_count	1	1.61234952655491e-07
region_chr15_40091931_40885316	UKB_50_Standing_height	6	1.79182536122369e-11
region_chr15_40885316_42484201	Astle_et_al_2016_Granulocyte_count	20	6.181861421409e-19
region_chr15_40885316_42484201	Astle_et_al_2016_Myeloid_white_cell_count	20	5.71653067476871e-22
region_chr15_42484201_43905851	Astle_et_al_2016_Neutrophil_count	2	8.29219569874532e-14
region_chr15_47843851_49715846	GIANT_HEIGHT	1	8.53088783999934e-09
region_chr15_58149167_59401917	MAGNETIC_IDL.TG	2	1.7307450539851e-17
region_chr15_60973637_62923023	GIANT_HEIGHT	1	1.31111549700088e-08
region_chr15_62923023_64812469	Astle_et_al_2016_Platelet_count	9	5.91128843666337e-18
region_chr15_62923023_64812469	Astle_et_al_2016_Red_blood_cell_count	2	9.46841051968226e-09
region_chr15_64812469_66802429	Astle_et_al_2016_Granulocyte_count	3	7.15140541358264e-09
region_chr15_64812469_66802429	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	3.63297365960598e-09
region_chr15_64812469_66802429	GIANT_HEIGHT	2	6.76917260068351e-10
region_chr15_64812469_66802429	SSGAC_Education_Years_Pooled	1	2.19338859938417e-09
region_chr15_64812469_66802429	UKB_6152_8_diagnosed_by_doctor_Asthma	1	2.13954088710804e-07
region_chr15_66802429_68725660	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	1.89860120253214e-09
region_chr15_68725660_69841002	UKB_50_Standing_height	1	5.04297505284881e-08
region_chr15_69841002_71630310	GIANT_HEIGHT	3	3.63996368176133e-11
region_chr15_73336373_76106283	UKB_20002_1065_self_reported_hypertension	42	5.89104584375225e-20
region_chr15_73336373_76106283	UKB_50_Standing_height	167	2.59749134229876e-55
region_chr15_76106283_78223711	Astle_et_al_2016_Reticulocyte_count	8	1.30805640488254e-21
region_chr15_78223711_80568637	UKB_50_Standing_height	1	4.19462342106294e-08
region_chr15_83591716_86109674	GIANT_HEIGHT	56	4.88774120238122e-32
region_chr15_89932319_91621162	Astle_et_al_2016_Platelet_count	6	1.16602962273024e-09
region_chr15_89932319_91621162	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	5	3.80449916036451e-14
region_chr15_89932319_91621162	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	15	2.02651115035503e-19
region_chr15_98700830_100096642	UKB_23099_Body_fat_percentage	1	3.09788617234095e-10
region_chr16_10054_1157206	GIANT_HEIGHT	76	3.80774265627558e-19
region_chr16_10332175_11426305	Astle_et_al_2016_Sum_eosinophil_basophil_counts	21	2.5947367398368e-36
region_chr16_10332175_11426305	UKB_6152_8_diagnosed_by_doctor_Asthma	14	2.58361441013191e-25
region_chr16_11426305_12519241	UKB_6152_8_diagnosed_by_doctor_Asthma	2	1.78910787894064e-12
region_chr16_1157206_2714828	Astle_et_al_2016_Monocyte_count	1	1.5440507352399e-07
region_chr16_1157206_2714828	UKB_23099_Body_fat_percentage	7	7.3871307801437e-10
region_chr16_24125554_25975541	UKB_50_Standing_height	3	3.94558688683318e-12
region_chr16_27434434_29025292	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	2	9.02329075640441e-08
region_chr16_29025292_31371622	Astle_et_al_2016_Sum_basophil_neutrophil_counts	5	3.85989421615673e-08
region_chr16_29025292_31371622	IBD.EUR.Inflammatory_Bowel_Disease	1	7.73526086334931e-08
region_chr16_29025292_31371622	UKB_20127_Neuroticism_score	7	5.16119072747203e-08
region_chr16_29025292_31371622	UKB_21001_Body_mass_index_BMI	206	7.71533865501547e-49
region_chr16_29025292_31371622	UKB_50_Standing_height	86	2.13935086879828e-20
region_chr16_29025292_31371622	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	1.04297941387467e-07
region_chr16_48974015_52001911	UKB_20002_1462_self_reported_crohns_disease	1	7.48325189687203e-09
region_chr16_55869862_57630418	UKB_1160_Sleep_duration	6	2.13158245942851e-08
region_chr16_55869862_57630418	UKB_1180_Morning_or_evening_person_chronotype	1	1.50130940813776e-07
region_chr16_65904663_68807460	Astle_et_al_2016_Sum_eosinophil_basophil_counts	11	1.27182666443239e-09
region_chr16_65904663_68807460	GIANT_HEIGHT	18	2.29112175091455e-12
region_chr16_68807460_71020125	Astle_et_al_2016_Platelet_count	1	2.8359273731715e-08
region_chr16_68807460_71020125	UKB_20002_1065_self_reported_hypertension	7	3.41919834436864e-08
region_chr16_68807460_71020125	pgc.scz2	1	1.07788191421922e-07
region_chr16_71020125_72901251	Astle_et_al_2016_Red_blood_cell_count	7	2.69017016107268e-16
region_chr16_71020125_72901251	UKB_23099_Body_fat_percentage	2	7.76356779408806e-10
region_chr16_85115079_86122993	Astle_et_al_2016_Eosinophil_counts	1	1.87210452394313e-08
region_chr16_85115079_86122993	Astle_et_al_2016_Monocyte_count	7	5.67110055813591e-90
region_chr16_85115079_86122993	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	8.29555472719994e-08
region_chr16_86122993_86781805	Astle_et_al_2016_Monocyte_count	4	5.35499020041083e-57
region_chr16_86781805_87613743	GIANT_HEIGHT	3	5.2314899707705e-08
region_chr16_87613743_88974757	Astle_et_al_2016_Platelet_count	15	8.43176007216058e-15
region_chr16_88974757_90226404	GIANT_HEIGHT	31	2.75735357379923e-14
region_chr17_12631452_13277055	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	1	6.24386212950372e-13
region_chr17_1269105_2025437	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	2.79002563863964e-07
region_chr17_15115780_16509028	Astle_et_al_2016_Neutrophil_count	33	4.10051851330992e-23
region_chr17_15115780_16509028	Astle_et_al_2016_Sum_basophil_neutrophil_counts	33	2.44451599054723e-23
region_chr17_16509028_18953007	Astle_et_al_2016_Lymphocyte_counts	13	3.7877476766625e-10
region_chr17_16509028_18953007	Astle_et_al_2016_Myeloid_white_cell_count	2	8.48409962745152e-13
region_chr17_16509028_18953007	Astle_et_al_2016_Neutrophil_count	2	1.94715027815301e-13
region_chr17_16509028_18953007	GIANT_HEIGHT	1	1.09294168592955e-07
region_chr17_18953007_21387045	Astle_et_al_2016_High_light_scatter_reticulocyte_count	26	8.11713076814629e-13
region_chr17_18953007_21387045	Astle_et_al_2016_Platelet_count	2	2.00251631256402e-09
region_chr17_2025437_3799018	Astle_et_al_2016_Platelet_count	13	9.67484394983304e-13
region_chr17_21387045_29007226	Astle_et_al_2016_High_light_scatter_reticulocyte_count	24	2.01337968806929e-25
region_chr17_21387045_29007226	GIANT_HEIGHT	5	6.20227531547599e-11
region_chr17_21387045_29007226	UKB_20022_Birth_weight	10	1.49811023127036e-11
region_chr17_29007226_31459473	UKB_21001_Body_mass_index_BMI	7	1.02689328405674e-08
region_chr17_34585779_36141651	UKB_1180_Morning_or_evening_person_chronotype	3	5.65633320892888e-09
region_chr17_3799018_4792966	UKB_20002_1065_self_reported_hypertension	1	2.77735618128662e-07
region_chr17_38653091_40721152	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	71	6.82413895317539e-24
region_chr17_40721152_41743558	Astle_et_al_2016_High_light_scatter_reticulocyte_count	1	1.64814230176932e-10
region_chr17_40721152_41743558	Astle_et_al_2016_Neutrophil_count	9	2.07864300934444e-219
region_chr17_40721152_41743558	Astle_et_al_2016_Sum_basophil_neutrophil_counts	9	4.49952704975447e-223
region_chr17_41743558_43694719	Astle_et_al_2016_Myeloid_white_cell_count	7	8.97177344472511e-09
region_chr17_41743558_43694719	Astle_et_al_2016_Reticulocyte_count	10	8.35556995145452e-25
region_chr17_41743558_43694719	Astle_et_al_2016_White_blood_cell_count	3	8.75743539308543e-08
region_chr17_41743558_43694719	CARDIoGRAM_C4D_CAD_ADDITIVE	1	1.76135348999123e-07
region_chr17_41743558_43694719	IBD.EUR.Crohns_Disease	4	2.46506592138583e-08
region_chr17_44979537_47798656	Astle_et_al_2016_Sum_eosinophil_basophil_counts	89	3.02008181140166e-14
region_chr17_44979537_47798656	UKB_1200_Sleeplessness_or_insomnia	7	1.32130334746857e-09
region_chr17_44979537_47798656	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	18	7.45432342694548e-12
region_chr17_47798656_49440038	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	2.84462756984645e-09
region_chr17_49440038_51821597	GIANT_HEIGHT	1	2.09242747098472e-08
region_chr17_53748757_55522071	BCAC_ER_negative_BreastCancer_EUR	3	8.68676210123555e-11
region_chr17_53748757_55522071	BCAC_Overall_BreastCancer_EUR	3	1.44474254588813e-10
region_chr17_57280180_59410151	Astle_et_al_2016_Granulocyte_count	2	6.54443018338248e-14
region_chr17_57280180_59410151	Astle_et_al_2016_Myeloid_white_cell_count	3	2.99955835325591e-15
region_chr17_57280180_59410151	UKB_20016_Fluid_intelligence_score	4	8.966265189606e-09
region_chr17_59410151_61235394	Astle_et_al_2016_Monocyte_count	47	2.52084977973719e-29
region_chr17_61235394_63468228	GIANT_HEIGHT	27	1.15772666837139e-36
region_chr17_63468228_65152010	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	3	2.06810408319056e-09
region_chr17_65152010_66804312	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	10	4.08699557319671e-14
region_chr17_7414079_8403107	UKB_50_Standing_height	58	4.42871474167334e-44
region_chr17_74676064_76379479	Astle_et_al_2016_Lymphocyte_counts	2	2.56751093158849e-09
region_chr17_74676064_76379479	Astle_et_al_2016_White_blood_cell_count	3	6.64511314130529e-14
region_chr17_74676064_76379479	UKB_50_Standing_height	10	7.17186176908554e-14
region_chr17_78267332_79302554	UKB_50_Standing_height	24	2.15761169908161e-13
region_chr17_79302554_80863788	UKB_21001_Body_mass_index_BMI	6	1.40137259099202e-12
region_chr17_79302554_80863788	UKB_50_Standing_height	1	1.3858673349626e-11
region_chr18_11905441_14440800	IBD.EUR.Inflammatory_Bowel_Disease	2	8.61149532664128e-09
region_chr18_23069508_25416687	Astle_et_al_2016_White_blood_cell_count	9	8.17333594294681e-10
region_chr18_23069508_25416687	GIANT_HEIGHT	19	4.85941787536951e-53
region_chr18_34200103_36282001	UKB_50_Standing_height	1	2.93507795341122e-08
region_chr18_40104403_42312683	UKB_23099_Body_fat_percentage	1	2.37859047044033e-07
region_chr18_42312683_45342141	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	2	6.89635775287488e-15
region_chr18_46719283_48413361	GIANT_HEIGHT	1	1.79579190013681e-07
region_chr18_58862988_59963251	Jones_et_al_2016_Chronotype	1	4.56171670580413e-08
region_chr18_58862988_59963251	UKB_1180_Morning_or_evening_person_chronotype	2	7.84355728274936e-10
region_chr18_58862988_59963251	UKB_21001_Body_mass_index_BMI	2	1.07712272447533e-21
region_chr19_11173352_13360313	Astle_et_al_2016_Lymphocyte_counts	3	2.73067208633103e-17
region_chr19_11173352_13360313	Astle_et_al_2016_Monocyte_count	1	1.55068646536337e-11
region_chr19_11173352_13360313	SSGAC_Education_Years_Pooled	1	8.54227398224801e-08
region_chr19_14375535_15537799	Astle_et_al_2016_White_blood_cell_count	1	1.92746497522048e-26
region_chr19_15537799_16263605	Astle_et_al_2016_White_blood_cell_count	2	1.22391169591777e-09
region_chr19_16263605_18299052	Astle_et_al_2016_Eosinophil_counts	10	1.72887015734829e-18
region_chr19_16263605_18299052	Astle_et_al_2016_Lymphocyte_counts	59	3.83327084821911e-141
region_chr19_16263605_18299052	Astle_et_al_2016_Sum_eosinophil_basophil_counts	11	1.11837937841614e-16
region_chr19_16263605_18299052	BCAC_ER_positive_BreastCancer_EUR	7	5.04173725676491e-12
region_chr19_16263605_18299052	UKB_21001_Body_mass_index_BMI	10	3.08393053878163e-14
region_chr19_16263605_18299052	UKB_23099_Body_fat_percentage	22	7.46180866502169e-21
region_chr19_18299052_19766662	Astle_et_al_2016_Lymphocyte_counts	1	2.63837954441029e-07
region_chr19_18299052_19766662	Astle_et_al_2016_Monocyte_count	23	8.2188265736e-18
region_chr19_18299052_19766662	UKB_50_Standing_height	50	2.41698460992056e-29
region_chr19_18299052_19766662	pgc.scz2	10	8.21675207950513e-09
region_chr19_3019662_4348970	Astle_et_al_2016_Red_blood_cell_count	13	3.49676199200639e-22
region_chr19_35978393_37036131	UKB_50_Standing_height	14	4.46832336948295e-12
region_chr19_40478694_41625199	Astle_et_al_2016_Sum_eosinophil_basophil_counts	3	5.94739195105878e-14
region_chr19_40478694_41625199	CARDIoGRAM_C4D_CAD_ADDITIVE	1	9.91114848533895e-09
region_chr19_41625199_43358303	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	6	3.4923221966034e-12
region_chr19_43358303_44239955	BCAC_Overall_BreastCancer_EUR	1	9.92932603700248e-08
region_chr19_43358303_44239955	MAGNETIC_IDL.TG	4	4.20555526206167e-17
region_chr19_43358303_44239955	MAGNETIC_LDL.C	6	1.37898427950034e-20
region_chr19_44239955_45599439	Astle_et_al_2016_Platelet_count	30	2.61931687898783e-29
region_chr19_44239955_45599439	UKB_20002_1473_self_reported_high_cholesterol	42	3.45763843725996e-96
region_chr19_44239955_45599439	UKB_21001_Body_mass_index_BMI	5	4.50176176945329e-10
region_chr19_45599439_46646825	Astle_et_al_2016_Platelet_count	12	2.30810588703424e-26
region_chr19_45599439_46646825	IGAP_Alzheimer	29	2.04938328091321e-66
region_chr19_45599439_46646825	UKB_20002_1111_self_reported_asthma	3	1.63519682627676e-09
region_chr19_46646825_48778970	Astle_et_al_2016_Neutrophil_count	3	3.58018935275489e-10
region_chr19_46646825_48778970	Astle_et_al_2016_Platelet_count	1	9.74666857926074e-08
region_chr19_46646825_48778970	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	3	3.02727682796716e-10
region_chr19_46646825_48778970	UKB_20002_1473_self_reported_high_cholesterol	15	3.17095105003748e-14
region_chr19_48778970_51029311	Astle_et_al_2016_Reticulocyte_count	21	5.371771698398e-10
region_chr19_48778970_51029311	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	2.9007772682695e-08
region_chr19_51029311_52482037	Astle_et_al_2016_White_blood_cell_count	4	3.73357364766311e-09
region_chr19_57009967_58607472	Astle_et_al_2016_Platelet_count	7	2.38907450310691e-09
region_chr19_610729_2098397	Astle_et_al_2016_Granulocyte_count	1	1.57404650776882e-09
region_chr19_610729_2098397	Astle_et_al_2016_Monocyte_count	1	2.75920312621675e-07
region_chr19_6684874_8282629	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	1.21770804310065e-09
region_chr19_8282629_9127717	Astle_et_al_2016_Granulocyte_count	1	9.30955223696058e-11
region_chr19_8282629_9127717	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	2.9084366692788e-10
