region	phenotype	count	best_pvalue
region_chr4_2841252_3844313	UKB_23099_Body_fat_percentage	9	2.7742537938246e-09
region_chr5_149283061_151181737	IBD.EUR.Crohns_Disease	24	3.1180116497742e-16
region_chr6_33268720_35487979	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	156	3.33735893078816e-13
region_chr8_21804225_23039544	Astle_et_al_2016_Eosinophil_counts	1	1.72645258299076e-11
region_chr8_23039544_24817205	Astle_et_al_2016_Myeloid_white_cell_count	6	5.79899546227307e-11
region_chr9_106536473_107932781	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	7	2.10203399173723e-09
region_chr9_4495328_4884926	Astle_et_al_2016_Eosinophil_counts	17	7.32091152811671e-10
region_chr11_59013076_62456299	MAGNETIC_CH2.DB.ratio	516	8.21543386547675e-152
region_chr11_70855_1192365	Astle_et_al_2016_Sum_basophil_neutrophil_counts	138	3.72726721245728e-50
region_chr12_106564970_108632125	UKB_23099_Body_fat_percentage	122	3.6365832973438e-13
region_chr12_89288345_91672378	UKB_20002_1065_self_reported_hypertension	42	7.63608263445141e-21
region_chr13_112918174_114344378	Astle_et_al_2016_Platelet_count	22	8.05797330628331e-17
region_chr19_46646825_48778970	IBD.EUR.Crohns_Disease	1	8.12199315386519e-09
region_chr1_14565015_16571235	UKB_20002_1265_self_reported_migraine	1	1.73308448264897e-08
region_chr1_16571235_18336405	GIANT_HEIGHT	782	1.31105875436302e-36
region_chr1_203365606_204711940	BCAC_ER_positive_BreastCancer_EUR	32	7.10377109253485e-11
region_chr1_76262450_79195513	GIANT_HEIGHT	7	6.68708574158488e-16
region_chr22_17193405_17813322	Astle_et_al_2016_Granulocyte_count	13	3.22200130048322e-09
region_chr2_23118512_24464049	Astle_et_al_2016_High_light_scatter_reticulocyte_count	377	6.40875760224915e-53
region_chr2_57201965_58070180	UKB_1160_Sleep_duration	11	2.08765504336884e-12
region_chr4_12321410_14270377	UKB_50_Standing_height	4	4.15339777487571e-13
region_chr5_178986463_179974244	Astle_et_al_2016_Neutrophil_count	107	9.80017836822798e-13
region_chr6_157797687_160159465	UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack	2	1.65703395052817e-10
region_chr6_29770194_30830391	Astle_et_al_2016_Eosinophil_counts	1442	8.64872338354893e-55
region_chr6_93731457_96645635	UKB_20002_1265_self_reported_migraine	59	1.79873402333318e-15
region_chr8_118673218_120189461	GIANT_HEIGHT	101	1.57583690496381e-11
region_chr8_25625938_26825008	UKB_20002_1065_self_reported_hypertension	5	4.62310866289074e-12
region_chr11_122721202_123629409	UKB_50_Standing_height	9	7.7881483393061e-14
region_chr11_64037097_66131160	Astle_et_al_2016_Eosinophil_counts	1243	1.96781498660238e-20
region_chr12_67515949_69432762	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	1	2.32099899559386e-08
region_chr13_40495126_42526891	Astle_et_al_2016_Lymphocyte_counts	61	4.73499784461903e-09
region_chr15_83591716_86109674	UKB_50_Standing_height	823	1.19412882334258e-59
region_chr16_88974757_90226404	Astle_et_al_2016_Red_blood_cell_count	42	8.2106141276398e-10
region_chr17_53748757_55522071	BCAC_Overall_BreastCancer_EUR	11	1.94271554565824e-10
region_chr1_100360849_101575460	Astle_et_al_2016_Sum_eosinophil_basophil_counts	286	7.18369508005756e-12
region_chr1_102433189_103371589	UKB_50_Standing_height	8	4.35873286914025e-17
region_chr1_241908300_243946197	UKB_23099_Body_fat_percentage	18	8.06881109510577e-09
region_chr1_247181216_248945267	Astle_et_al_2016_White_blood_cell_count	1	1.10999838985325e-09
region_chr1_44503511_46433829	Astle_et_al_2016_Reticulocyte_count	265	4.01601324508371e-11
region_chr1_84378812_85989068	UKB_50_Standing_height	9	5.18166574104162e-11
region_chr20_2488855_3847766	UKB_50_Standing_height	10	5.44271535443445e-09
region_chr2_64398779_65706310	RA_OKADA_TRANS_ETHNIC	52	8.05915685099043e-15
region_chr3_179656798_181793378	pgc.scz2	87	1.56100049909211e-10
region_chr3_47685722_49279539	UKB_50_Standing_height	894	8.5525621138795e-32
region_chr5_102243065_103984304	RA_OKADA_TRANS_ETHNIC	19	2.89999909882802e-09
region_chr6_108143176_109983044	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	103	5.68898786440818e-21
region_chr6_30830391_31603441	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	688	1.98455979292234e-29
region_chr8_10605687_11421489	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	34	5.90599330839748e-12
region_chr9_124209608_126297386	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	9.38939585836036e-09
region_chr9_132423455_134176000	Astle_et_al_2016_Reticulocyte_count	36	7.901999970252e-17
region_chr11_1192365_3644251	UKB_20002_1065_self_reported_hypertension	226	1.81177383600588e-22
region_chr12_109898914_112825713	UKB_50_Standing_height	2	9.77000449905567e-10
region_chr12_67515949_69432762	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	9.89999597820254e-09
region_chr19_16263605_18299052	BCAC_ER_positive_BreastCancer_EUR	148	5.28495436259014e-14
region_chr20_25363595_33027017	Astle_et_al_2016_Monocyte_count	446	2.26199726210574e-23
region_chr2_109814855_113164279	Astle_et_al_2016_Myeloid_white_cell_count	2	4.97400075028211e-09
region_chr2_109814855_113164279	Astle_et_al_2016_Red_blood_cell_count	146	4.05400197781886e-50
region_chr3_128476018_130525891	Astle_et_al_2016_Granulocyte_count	46	1.24100043218563e-11
region_chr3_133533329_135738064	UKB_50_Standing_height	552	1.9673576339362e-19
region_chr3_168863172_171247120	Astle_et_al_2016_Sum_eosinophil_basophil_counts	59	9.26799873688087e-11
region_chr3_196244537_197349116	Astle_et_al_2016_Lymphocyte_counts	9	5.40100271142088e-14
region_chr6_29770194_30830391	UKB_20127_Neuroticism_score	1	1.90632699543935e-08
region_chr6_31603441_32714887	UKB_20002_1463_self_reported_ulcerative_colitis	427	1.36004553130658e-21
region_chr6_32714887_33268720	Astle_et_al_2016_Monocyte_count	254	1.67100224905475e-31
region_chr8_19635329_20203345	MAGNETIC_HDL.C	19	1.18985334057915e-15
region_chr8_23039544_24817205	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	6	9.09900693132497e-11
region_chr10_44234627_46978910	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	2	5.62799682697636e-09
region_chr11_116512631_117876395	MAGNETIC_HDL.C	33	3.20685984715286e-09
region_chr14_35390387_38198520	GIANT_HEIGHT	11	3.32117071509957e-09
region_chr19_610729_2098397	Astle_et_al_2016_Eosinophil_counts	78	4.0300025353039e-12
region_chr1_46433829_47536904	UKB_50_Standing_height	6	2.30466827236639e-09
region_chr22_31043932_32268999	Astle_et_al_2016_Eosinophil_counts	121	7.80696641529704e-14
region_chr22_38911889_40149793	GIANT_HEIGHT	13	1.09340903706591e-08
region_chr2_216850938_217530757	UKB_50_Standing_height	8	2.07674755199266e-15
region_chr3_184051895_185350467	UKB_21001_Body_mass_index_BMI	7	1.02235627183222e-09
region_chr5_102243065_103984304	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	19	2.01398538546053e-09
region_chr5_107928495_109298233	UKB_50_Standing_height	42	4.91230968780225e-28
region_chr5_43983397_50867564	BCAC_ER_negative_BreastCancer_EUR	26	7.00486590044368e-20
region_chr5_68555033_71944629	Astle_et_al_2016_Myeloid_white_cell_count	544	8.37250973347095e-14
region_chr6_108143176_109983044	Astle_et_al_2016_Platelet_count	7	3.09199662837022e-16
region_chr6_33268720_35487979	UKB_20002_1222_self_reported_type_1_diabetes	2	6.83382345025145e-09
region_chr7_151014417_152552721	Astle_et_al_2016_Red_blood_cell_count	1	2.63601160128623e-25
region_chr7_25869935_28320690	Astle_et_al_2016_Monocyte_count	7	3.15599990709785e-11
region_chr7_73920272_76829247	UKB_20002_1065_self_reported_hypertension	197	2.19216226660870e-09
region_chr9_132423455_134176000	UKB_50_Standing_height	53	4.09607437845557e-14
region_chr9_33578336_34642246	UKB_50_Standing_height	1	1.96056858182598e-08
region_chr9_78464139_79976013	Astle_et_al_2016_Lymphocyte_counts	6	2.89400368622762e-12
region_chr10_101189482_102620653	Astle_et_al_2016_Sum_eosinophil_basophil_counts	2	2.48500341192738e-09
region_chr10_102620653_104935290	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	4	7.99784193323696e-10
region_chr10_118831841_120647811	Astle_et_al_2016_Lymphocyte_counts	1	3.04607251127824e-09
region_chr10_79116992_80654923	GIANT_HEIGHT	45	1.50000206922987e-23
region_chr16_20139249_22437583	GIANT_HEIGHT	3	1.10616701715321e-08
region_chr17_31459473_33211407	GIANT_HEIGHT	703	5.43542503888999e-16
region_chr18_42312683_45342141	Astle_et_al_2016_Neutrophil_count	1	2.880996756332e-09
region_chr19_18299052_19766662	Astle_et_al_2016_Red_blood_cell_count	1	3.09599826174926e-09
region_chr19_35978393_37036131	UKB_1200_Sleeplessness_or_insomnia	1	6.68695422861849e-09
region_chr19_44239955_45599439	Astle_et_al_2016_Myeloid_white_cell_count	32	8.69099792660433e-41
region_chr22_40149793_42294812	UKB_1180_Morning_or_evening_person_chronotype	18	1.08673795132068e-13
region_chr2_109814855_113164279	Astle_et_al_2016_Platelet_count	133	3.53300479092225e-15
region_chr3_10977979_13029299	Astle_et_al_2016_Lymphocyte_counts	22	8.33600637484326e-09
region_chr3_33214100_35241966	UKB_50_Standing_height	12	7.8679486779286e-16
region_chr4_71274841_73726673	Astle_et_al_2016_Neutrophil_count	1	2.19199831747363e-10
region_chr5_178986463_179974244	Astle_et_al_2016_White_blood_cell_count	105	3.49537484150158e-12
region_chr6_133923105_135903039	Astle_et_al_2016_Lymphocyte_counts	78	2.74601182693708e-20
region_chr7_46947122_49172682	Astle_et_al_2016_Neutrophil_count	1	7.0430014710043e-09
region_chr8_21804225_23039544	Astle_et_al_2016_Myeloid_white_cell_count	1	1.92276646307431e-08
region_chr12_55272053_57155077	Astle_et_al_2016_High_light_scatter_reticulocyte_count	47	8.35199159636434e-09
region_chr15_89932319_91621162	CARDIoGRAM_C4D_CAD_ADDITIVE	15	7.47866420964102e-09
region_chr16_88974757_90226404	Astle_et_al_2016_Lymphocyte_counts	44	3.81016879889247e-12
region_chr18_11905441_14440800	IBD.EUR.Inflammatory_Bowel_Disease	22	9.20212320016537e-11
region_chr19_9127717_11173352	UKB_20002_1473_self_reported_high_cholesterol	439	1.53236021494097e-30
region_chr2_102072305_102971757	UKB_50_Standing_height	1	2.67641782273501e-08
region_chr4_154134974_156563945	UKB_20002_1065_self_reported_hypertension	65	1.98032342090773e-15
region_chr4_48121583_53011266	GIANT_HEIGHT	137	1.05346922424638e-12
region_chr4_71274841_73726673	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	1.29499905597139e-10
region_chr5_56121522_57325275	UKB_50_Standing_height	231	1.48961463097565e-19
region_chr6_23936391_24852047	Astle_et_al_2016_Lymphocyte_counts	12	1.19700136500913e-12
region_chr9_122109043_124209608	EGG_BW3_EUR	206	3.60214678863704e-10
region_chr9_82825886_84323281	UKB_50_Standing_height	353	3.19804375235113e-19
region_chr10_19427949_22483354	UKB_23099_Body_fat_percentage	22	1.24773303308826e-17
region_chr10_22886203_25289667	Astle_et_al_2016_High_light_scatter_reticulocyte_count	20	8.1199925668584e-98
region_chr12_51382710_52645220	Astle_et_al_2016_Myeloid_white_cell_count	1	9.51881193877605e-09
region_chr13_99921841_101648173	UKB_2395_3_Hair_or_balding_pattern_Pattern_3	4	7.54789313269286e-09
region_chr15_80568637_83591716	UKB_23099_Body_fat_percentage	1	4.81961802592749e-09
region_chr17_21387045_29007226	Astle_et_al_2016_High_light_scatter_reticulocyte_count	559	4.52101872766458e-29
region_chr18_3891658_5834181	UKB_20016_Fluid_intelligence_score	2	1.96405370320848e-08
region_chr18_46719283_48413361	GIANT_HEIGHT	2	4.59873959593271e-10
region_chr1_1961168_3666172	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	71	1.73738645650095e-12
region_chr2_26672117_28375910	Astle_et_al_2016_Myeloid_white_cell_count	8	2.12199700621581e-14
region_chr2_8282017_10158342	UKB_50_Standing_height	51	3.90869928861263e-25
region_chr7_44724229_45913323	Astle_et_al_2016_Lymphocyte_counts	157	2.04599048137435e-23
region_chr8_10605687_11421489	Astle_et_al_2016_Monocyte_count	2	2.31100067140082e-08
region_chr9_104819468_106536473	UKB_50_Standing_height	1	5.82532648949854e-13
region_chr13_48809826_51016955	UKB_50_Standing_height	324	1.76394380992544e-92
region_chr13_75096006_76836420	Astle_et_al_2016_Red_blood_cell_count	102	2.2908794290261e-16
region_chr15_100096642_101012489	GIANT_HEIGHT	2	6.4999742828684e-20
region_chr16_24125554_25975541	UKB_21001_Body_mass_index_BMI	131	3.2093849984043e-09
region_chr18_45342141_46719283	Astle_et_al_2016_Myeloid_white_cell_count	56	1.25599909273954e-08
region_chr19_54099074_55216712	UKB_20022_Birth_weight	11	6.80101334237351e-10
region_chr1_10746927_11717784	UKB_50_Standing_height	189	2.21292918184467e-15
region_chr1_151566405_153208353	UKB_6152_8_diagnosed_by_doctor_Asthma	3	1.16954023808319e-12
region_chr1_61456693_62989418	UKB_20002_1473_self_reported_high_cholesterol	342	2.38240783498573e-23
region_chr1_66473721_68012212	UKB_50_Standing_height	71	2.88244253738566e-11
region_chr20_3847766_5497204	UKB_50_Standing_height	134	1.28572674194228e-11
region_chr2_43082452_44086664	IBD.EUR.Crohns_Disease	28	1.28599914011546e-08
region_chr3_120804208_122255250	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	31	2.53698670659196e-12
region_chr6_138501492_139524299	UKB_20002_1473_self_reported_high_cholesterol	1	1.96494911833891e-08
region_chr6_166611245_167642155	IBD.EUR.Crohns_Disease	143	1.02499949899938e-12
region_chr6_25684359_26791023	Astle_et_al_2016_Sum_basophil_neutrophil_counts	251	1.22800129875147e-14
region_chr6_6784974_7808703	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	4	8.41851377844727e-09
region_chr9_136047132_136605890	UKB_50_Standing_height	886	1.0183034655387e-27
region_chr9_91404921_93909416	GIANT_HEIGHT	171	1.79999686677932e-20
region_chr10_5941799_7129522	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	1	1.53708893092515e-18
region_chr11_8311727_9065770	Astle_et_al_2016_Red_blood_cell_count	110	2.5404219866469e-13
region_chr15_78223711_80568637	Astle_et_al_2016_Red_blood_cell_count	7	1.34500118898856e-10
region_chr15_83591716_86109674	pgc.scz2	187	7.62000343386302e-11
region_chr16_1157206_2714828	UKB_50_Standing_height	1729	1.63729602117727e-41
region_chr16_14370145_16060203	UKB_50_Standing_height	130	1.67101721556239e-10
region_chr17_38653091_40721152	Astle_et_al_2016_Monocyte_count	356	1.97361365464184e-11
region_chr19_44239955_45599439	UKB_50_Standing_height	10	1.50576873736947e-08
region_chr1_222056878_224750818	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	18	1.01976964785978e-09
region_chr1_37083582_38266175	RA_OKADA_TRANS_ETHNIC	75	1.46122487936684e-11
region_chr1_7187275_9305140	IBD.EUR.Inflammatory_Bowel_Disease	161	1.41565185419698e-10
region_chr21_44757190_46072312	UKB_21001_Body_mass_index_BMI	140	7.75412054138866e-14
region_chr2_227255126_228506071	UKB_21001_Body_mass_index_BMI	1	3.14141433208396e-11
region_chr3_135738064_137652241	UKB_20127_Neuroticism_score	6	5.1551394743002e-10
region_chr3_42498510_45123661	Astle_et_al_2016_Eosinophil_counts	20	9.04200063930504e-10
region_chr4_17381699_18840251	GIANT_HEIGHT	130	4.6766830618247e-58
region_chr5_130183332_132803957	UKB_20002_1111_self_reported_asthma	1323	3.14001433843224e-25
region_chr5_97979897_99925288	Astle_et_al_2016_Eosinophil_counts	70	2.9760041390507e-10
region_chr6_29770194_30830391	UKB_20002_1065_self_reported_hypertension	1	1.33769721679259e-08
region_chr6_29770194_30830391	UKB_6152_8_diagnosed_by_doctor_Asthma	759	2.17369750198504e-18
region_chr6_31603441_32714887	UKB_20002_1065_self_reported_hypertension	603	4.81497530458128e-17
region_chr6_35487979_37604820	Astle_et_al_2016_Lymphocyte_counts	80	1.91300264198577e-13
region_chr9_132423455_134176000	Astle_et_al_2016_Monocyte_count	136	1.30787911971218e-26
region_chr12_8878799_10328935	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	240	7.98816481176365e-24
region_chr13_48809826_51016955	Astle_et_al_2016_Granulocyte_count	59	1.02199924977029e-09
region_chr15_71630310_73336373	GIANT_HEIGHT	204	2.38280383181637e-13
region_chr16_27434434_29025292	IBD.EUR.Inflammatory_Bowel_Disease	766	6.26457591620674e-11
region_chr16_27434434_29025292	UKB_23099_Body_fat_percentage	1662	2.13649679232434e-35
region_chr16_85115079_86122993	Astle_et_al_2016_Monocyte_count	35	1.11311835302917e-92
region_chr17_36141651_38653091	UKB_21001_Body_mass_index_BMI	502	7.18510151426098e-17
region_chr18_62610482_64153018	Astle_et_al_2016_Eosinophil_counts	10	8.99193793965376e-11
region_chr2_217530757_219589829	Astle_et_al_2016_Granulocyte_count	311	1.35100046554312e-11
region_chr2_84913556_87738988	Astle_et_al_2016_Sum_eosinophil_basophil_counts	108	2.51788957275142e-09
region_chr3_47685722_49279539	UKB_23099_Body_fat_percentage	26	5.17456740395932e-18
region_chr3_51797999_54047363	pgc.scz2	464	3.95600027849606e-11
region_chr4_104384137_106580148	UKB_20016_Fluid_intelligence_score	7	6.72726058122201e-11
region_chr4_14270377_15145822	UKB_2395_2_Hair_or_balding_pattern_Pattern_2	50	9.32287655582768e-14
region_chr5_128008912_130183332	Astle_et_al_2016_Lymphocyte_counts	1	1.0430004645469e-09
region_chr5_40287627_41888608	IBD.EUR.Crohns_Disease	100	3.72499494568489e-13
region_chr5_9718720_11173159	Astle_et_al_2016_Sum_eosinophil_basophil_counts	10	3.92099717875565e-09
region_chr6_30830391_31603441	Astle_et_al_2016_Red_blood_cell_count	309	3.22533949816512e-22
region_chr6_40377376_42070983	Astle_et_al_2016_High_light_scatter_reticulocyte_count	39	2.77385046775657e-16
region_chr8_21804225_23039544	Astle_et_al_2016_Granulocyte_count	1	2.53257090544324e-08
region_chr9_132423455_134176000	Astle_et_al_2016_Neutrophil_count	39	4.94882500597396e-15
region_chr12_109898914_112825713	UKB_21001_Body_mass_index_BMI	4	1.75805423056292e-08
region_chr14_35390387_38198520	UKB_50_Standing_height	27	1.92968646810571e-14
region_chr1_222056878_224750818	Astle_et_al_2016_Sum_basophil_neutrophil_counts	17	1.45390233250862e-09
region_chr2_172274177_174724201	GIANT_HEIGHT	1	1.09999936264216e-08
region_chr3_87360582_88249223	UKB_21001_Body_mass_index_BMI	16	7.76719636854527e-09
region_chr4_1476986_2841252	UKB_50_Standing_height	357	1.50877760533278e-25
region_chr6_117351809_118641952	GIANT_HEIGHT	73	1.89999873720547e-10
region_chr6_31603441_32714887	UKB_20002_1313_self_reported_ankylosing_spondylitis	1241	4.39299193206655e-63
region_chr6_32714887_33268720	UKB_20002_1463_self_reported_ulcerative_colitis	59	6.62124222056427e-24
region_chr7_43119475_44724229	UKB_20002_1473_self_reported_high_cholesterol	3	5.54376971891118e-09
region_chr7_66224822_68769087	Astle_et_al_2016_Granulocyte_count	3	1.65027156680955e-09
region_chr8_58815541_61416540	Astle_et_al_2016_Sum_basophil_neutrophil_counts	1	2.30600332236699e-09
region_chr9_122109043_124209608	UKB_20022_Birth_weight	212	1.18414493383285e-12
region_chr9_132423455_134176000	Astle_et_al_2016_Granulocyte_count	88	2.86661703867299e-16
region_chr9_132423455_134176000	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	35	5.04529086095415e-16
region_chr10_121471951_122141030	UKB_50_Standing_height	1	9.28920276062735e-09
region_chr10_26599755_29034307	Astle_et_al_2016_Sum_eosinophil_basophil_counts	145	1.75738568530425e-12
region_chr11_44672249_46984586	GIANT_HEIGHT	151	7.40000559353909e-10
region_chr12_89288345_91672378	Astle_et_al_2016_Monocyte_count	7	5.63379543123184e-11
region_chr14_22549721_24435917	Astle_et_al_2016_Sum_eosinophil_basophil_counts	1	1.84972011440469e-14
region_chr16_29025292_31371622	Astle_et_al_2016_Monocyte_count	10	7.90301026375589e-10
region_chr17_2025437_3799018	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	9	2.36055687942446e-10
region_chr17_76379479_78267332	Astle_et_al_2016_Reticulocyte_count	64	2.17817317878326e-26
region_chr1_76262450_79195513	UKB_21001_Body_mass_index_BMI	27	4.86357329523914e-19
region_chr21_31296327_33004691	UKB_50_Standing_height	44	1.62108580526398e-08
region_chr22_43318194_44599428	Astle_et_al_2016_Platelet_count	46	4.55500297665226e-11
region_chr3_156290911_157594239	GIANT_HEIGHT	1	2.6880454621799e-08
region_chr3_171247120_172577941	GIANT_HEIGHT	2	2.25283265829584e-11
region_chr4_700926_1476986	Astle_et_al_2016_Sum_basophil_neutrophil_counts	8	3.82999807039703e-11
region_chr5_179974244_181132933	GIANT_HEIGHT	76	1.05567310700947e-16
region_chr6_108143176_109983044	Astle_et_al_2016_White_blood_cell_count	5	6.89500373303607e-16
region_chr6_25684359_26791023	UKB_20002_1111_self_reported_asthma	41	6.26822804870202e-09
region_chr6_29770194_30830391	Astle_et_al_2016_Myeloid_white_cell_count	1355	5.43117989065113e-68
region_chr7_118711527_121405219	UKB_50_Standing_height	2	5.48274292929137e-12
region_chr7_20085285_22468010	UKB_20002_1473_self_reported_high_cholesterol	1	3.87235835981139e-11
region_chr7_25869935_28320690	UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema	4	2.99518965596414e-10
region_chr8_143155464_145078481	MAGNETIC_LDL.C	2	1.78608674126917e-08
region_chr9_34642246_36743286	RA_OKADA_TRANS_ETHNIC	1	1.9999979781222e-08
region_chr10_101189482_102620653	UKB_50_Standing_height	474	2.05239291730324e-39
region_chr11_68238358_69701362	UKB_20002_1309_self_reported_osteoporosis	79	1.52761514607685e-11
region_chr13_48809826_51016955	GIANT_HEIGHT	194	1.0823571936486e-25
region_chr16_14370145_16060203	MAGNETIC_CH2.DB.ratio	60	5.2100018994448e-09
region_chr17_36141651_38653091	Astle_et_al_2016_Platelet_count	76	3.95084978789344e-10
region_chr1_93070902_94040635	Astle_et_al_2016_Eosinophil_counts	415	1.22600012626256e-12
region_chr2_23118512_24464049	Astle_et_al_2016_Sum_basophil_neutrophil_counts	91	2.08820260449347e-10
region_chr2_232685293_234242343	UKB_50_Standing_height	185	1.3782731563458e-18
region_chr6_30830391_31603441	IBD.EUR.Ulcerative_Colitis	33	6.60589852966392e-14
region_chr8_115084266_118673218	UKB_1180_Morning_or_evening_person_chronotype	16	4.19135751595242e-10
region_chr10_101189482_102620653	SSGAC_Education_Years_Pooled	72	2.89599909061855e-12
region_chr11_49844498_54927998	UKB_20002_1065_self_reported_hypertension	1	6.39784550179284e-10
region_chr11_59013076_62456299	Astle_et_al_2016_Myeloid_white_cell_count	226	2.14222929245049e-12
region_chr14_90830516_92665954	Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	12	2.6109989361838e-08
region_chr15_78223711_80568637	UKB_1807_Fathers_age_at_death	45	3.26162327745136e-10
region_chr15_87826712_89932319	UKB_50_Standing_height	170	8.94346187261348e-68
region_chr16_65904663_68807460	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	3	1.67810071380787e-08
region_chr16_68807460_71020125	GIANT_HEIGHT	97	5.5770848486343e-13
region_chr17_34585779_36141651	UKB_1180_Morning_or_evening_person_chronotype	20	3.84074430908446e-11
region_chr2_35896940_37905569	UKB_50_Standing_height	254	4.83812852993448e-23
